id,pred_label,probs
25,no_relation,"[0.7943069, 0.003455267, 0.018000733, 0.0033821552, 0.004583373, 0.005073518, 0.003222849, 0.06165983, 0.0029769694, 0.00326696, 0.003096961, 0.010580697, 0.004452637, 0.0043475344, 0.005416862, 0.0013012277, 0.0036122298, 0.0032443032, 0.0036746908, 0.0025777507, 0.019604202, 0.0038995864, 0.0037091654, 0.0041732355, 0.0044325446, 0.002875173, 0.004161211, 0.008179479, 0.0037407384, 0.0029912242]"
26,per:title,"[0.3525008, 0.07518726, 0.011706597, 0.016900325, 0.37045464, 0.0076831877, 0.00093205535, 0.012023884, 0.0072544357, 0.009739727, 0.0060355132, 0.0035282422, 0.0042460253, 0.0066396403, 0.0031358628, 0.0045526363, 0.005246465, 0.0074606747, 0.005047062, 0.008702697, 0.02427024, 0.00681164, 0.0070582516, 0.004540985, 0.006246294, 0.0050253985, 0.0064929877, 0.0069061285, 0.008601446, 0.005068918]"
27,no_relation,"[0.92247635, 0.0032367469, 0.019359486, 0.0024463478, 0.0012264034, 0.0036264006, 0.0008276507, 0.0052711354, 0.0012805287, 0.0021755684, 0.001916399, 0.0027509893, 0.0019684779, 0.0019477209, 0.0014310809, 0.0010369866, 0.0014671193, 0.0015117007, 0.0015059197, 0.002099486, 0.0021842448, 0.0018754528, 0.0019665721, 0.0017351994, 0.002181368, 0.0018855603, 0.0018703721, 0.0029978952, 0.0023379491, 0.0014028848]"
28,no_relation,"[0.9344428, 0.0010847228, 0.0013699443, 0.0029308305, 0.0033623371, 0.0008953415, 0.011495974, 0.0006473773, 0.003004677, 0.0015095487, 0.0015995909, 0.0041498346, 0.0010416367, 0.000913845, 0.01242732, 0.0015876741, 0.0016664137, 0.0009484532, 0.0010134036, 0.00074747816, 0.0006732147, 0.0013106666, 0.0015833352, 0.0012205198, 0.0012745766, 0.0011691657, 0.0012768554, 0.0016194413, 0.0014283548, 0.0016046711]"
29,no_relation,"[0.91406417, 0.0023567728, 0.006318363, 0.0025682654, 0.0032198522, 0.0038011018, 0.0021312155, 0.0017979724, 0.001918352, 0.0025681455, 0.0030442877, 0.0024332455, 0.002450956, 0.003414276, 0.0026533536, 0.0019440188, 0.0026813543, 0.002659047, 0.0020582825, 0.0023112064, 0.004885541, 0.002998267, 0.0033342398, 0.0053121457, 0.0035636043, 0.002792775, 0.002840446, 0.0035866154, 0.0023707298, 0.0019215636]"
30,no_relation,"[0.8661823, 0.0022796066, 0.0015492219, 0.0021732699, 0.002369411, 0.0019217214, 0.0018987757, 0.010998098, 0.0020097736, 0.002317319, 0.0033689227, 0.0034718637, 0.0025219738, 0.0028547267, 0.0021963473, 0.002407184, 0.0030977658, 0.0020701305, 0.0029640472, 0.0025150348, 0.055299103, 0.0025750503, 0.002955679, 0.0022347837, 0.0026311004, 0.0022659837, 0.002548927, 0.0032766205, 0.0030625036, 0.0019826835]"
31,org:place_of_headquarters,"[0.015611599, 0.0019299642, 0.0051721986, 0.0017996383, 0.0015810921, 0.0026643625, 0.0015271795, 0.9114759, 0.0015080657, 0.0015639884, 0.0015310993, 0.0029506537, 0.0016958219, 0.0015163039, 0.0013467701, 0.0012728244, 0.001990735, 0.0016732173, 0.0018015666, 0.002801632, 0.020667782, 0.0018176084, 0.0024133527, 0.0012965591, 0.0012133272, 0.0012777792, 0.0023135366, 0.0024460237, 0.0017744853, 0.001364943]"
32,per:place_of_residence,"[0.0782813, 0.0046641077, 0.002328285, 0.0027105678, 0.010198142, 0.0034470274, 0.055529, 0.0073793144, 0.010817922, 0.0047287727, 0.0033599786, 0.5439559, 0.011046178, 0.0042152414, 0.009399733, 0.12961148, 0.00256477, 0.0047397194, 0.0024139117, 0.002495197, 0.0017961796, 0.002997954, 0.0040252698, 0.0051043527, 0.0068098973, 0.0022757477, 0.031208966, 0.031904936, 0.0059090555, 0.014081059]"
33,org:members,"[0.25766426, 0.0049007772, 0.63632244, 0.005157034, 0.0032629564, 0.0045998646, 0.0046143224, 0.0021606835, 0.0041354843, 0.0039968872, 0.003048373, 0.0020398311, 0.004974551, 0.004602085, 0.003997112, 0.0019079506, 0.0026701333, 0.004402853, 0.0048197457, 0.0030567646, 0.005364546, 0.005164101, 0.00382085, 0.0020272525, 0.0052360427, 0.0027524617, 0.0037181932, 0.0024449124, 0.0050653294, 0.0020722926]"
34,no_relation,"[0.922868, 0.010687069, 0.0016783881, 0.0046749427, 0.00572151, 0.0015276266, 0.000875862, 0.0019273062, 0.0018610453, 0.005083413, 0.002475999, 0.0027910033, 0.00145623, 0.00090962526, 0.0038738053, 0.0010890663, 0.0011045119, 0.0014696863, 0.0017712668, 0.0017651565, 0.004208737, 0.0025347266, 0.002548753, 0.0016865213, 0.002421874, 0.001950435, 0.0021271557, 0.0028942837, 0.0025349623, 0.0014809753]"
35,per:title,"[0.24005124, 0.003995239, 0.003263731, 0.004824222, 0.6457974, 0.004960603, 0.005828603, 0.0032941676, 0.0036457374, 0.00285593, 0.0035381322, 0.0038358273, 0.0043035047, 0.004239792, 0.0050791753, 0.011016217, 0.0027536128, 0.003926299, 0.003304586, 0.002093404, 0.0041451915, 0.004416668, 0.0057767374, 0.0028509093, 0.0032653592, 0.0043710964, 0.004006588, 0.00308425, 0.00272803, 0.002747818]"
36,no_relation,"[0.9248815, 0.00055702956, 0.0014126111, 0.0047927634, 0.0021267578, 0.0013537569, 0.015639253, 0.0009623297, 0.0059626033, 0.0012823311, 0.0014709039, 0.002255118, 0.008481069, 0.0012343436, 0.0030148008, 0.0026878738, 0.0012610023, 0.0012968908, 0.001599315, 0.0011066358, 0.0011869847, 0.0012366988, 0.0018448785, 0.0015519486, 0.0020794964, 0.0024512596, 0.0017517003, 0.0019981822, 0.0010667968, 0.0014530923]"
37,org:product,"[0.0049597565, 0.0030745412, 0.0016835371, 0.9545992, 0.0007386464, 0.00059089117, 0.0011354029, 0.0012778102, 0.0020471977, 0.0012415944, 0.0019262249, 0.0018191385, 0.001381328, 0.0017447056, 0.0016591197, 0.0014462884, 0.001435461, 0.0011880579, 0.001077396, 0.0015132211, 0.00090839155, 0.0017542191, 0.0012180519, 0.0011744894, 0.0018392791, 0.0011645306, 0.0014906467, 0.0014790698, 0.0016214036, 0.00081037416]"
38,no_relation,"[0.93441397, 0.0031085256, 0.0015377294, 0.0016865267, 0.0010937686, 0.002467335, 0.0008368128, 0.0010783862, 0.0010791552, 0.0016499591, 0.002609915, 0.0014655383, 0.0013381522, 0.0033286368, 0.01601599, 0.0009802954, 0.0012522216, 0.0019040295, 0.0015200434, 0.0022706594, 0.0011132525, 0.0032368854, 0.0021735274, 0.0016354484, 0.0020453315, 0.0021042037, 0.001173161, 0.0016827182, 0.0015628615, 0.0016348716]"
39,org:top_members/employees,"[0.355455, 0.37813407, 0.025902992, 0.013280481, 0.008429271, 0.016069766, 0.005590327, 0.0036132268, 0.005568721, 0.028657317, 0.008652317, 0.00813624, 0.005248447, 0.008523264, 0.006682405, 0.0073049366, 0.0075349957, 0.0048016617, 0.0063509787, 0.006865746, 0.015565016, 0.010599794, 0.009205467, 0.008299486, 0.0089904135, 0.0064754407, 0.0074956454, 0.0107154725, 0.004823389, 0.007027732]"
40,no_relation,"[0.9225265, 0.032601725, 0.0020438186, 0.001724033, 0.005118274, 0.004707557, 0.00088310434, 0.000889558, 0.0010822008, 0.0017117008, 0.0012393242, 0.0011689579, 0.00079626497, 0.0014092668, 0.001160975, 0.0008697083, 0.0013221885, 0.0011663778, 0.0011168277, 0.0013838154, 0.0028063515, 0.0016667884, 0.0013168034, 0.0010495869, 0.0013068145, 0.0010851591, 0.0015639523, 0.001419437, 0.0015796563, 0.0012832512]"
41,no_relation,"[0.8398832, 0.07059119, 0.005630205, 0.003978413, 0.014008247, 0.016470198, 0.00096802576, 0.001887024, 0.001513341, 0.003670201, 0.002244939, 0.0013487753, 0.0012171394, 0.003605103, 0.001105887, 0.0018093433, 0.002289614, 0.0017619855, 0.0016747604, 0.0023348627, 0.004322435, 0.002532592, 0.002365862, 0.0014517097, 0.002005857, 0.0018402452, 0.0016685693, 0.0019430645, 0.0020551456, 0.0018220628]"
42,no_relation,"[0.6802194, 0.003198716, 0.0039365413, 0.004895795, 0.0026144783, 0.0027830007, 0.09895848, 0.0019761228, 0.0058310144, 0.0067929495, 0.003893316, 0.007802213, 0.0036999625, 0.002109639, 0.11099901, 0.008415279, 0.0032558225, 0.0013997083, 0.0031863246, 0.009829732, 0.0018796697, 0.0032700931, 0.0038825618, 0.0025522877, 0.004044175, 0.0030923146, 0.0034401591, 0.004219329, 0.003852562, 0.0039693783]"
43,org:member_of,"[0.0045169457, 0.0018875999, 0.0010957123, 0.0024969685, 0.0022732846, 0.0021900497, 0.0031724602, 0.0026320016, 0.0023971607, 0.0015523204, 0.002263917, 0.002146339, 0.0023011137, 0.0021243389, 0.0020633515, 0.0031747771, 0.0017188849, 0.0019841187, 0.0019955947, 0.0015881844, 0.9365236, 0.002014282, 0.0018222034, 0.0017576488, 0.0022810898, 0.0022233292, 0.0020503572, 0.0018673148, 0.0020205935, 0.0018645602]"
44,no_relation,"[0.92013484, 0.0016481444, 0.0019366678, 0.0018327436, 0.003384304, 0.002405924, 0.0032175852, 0.0013203439, 0.0021131053, 0.0019052959, 0.0033424315, 0.0029792613, 0.002310164, 0.0024080276, 0.0032736205, 0.0032721658, 0.0023281516, 0.0021427025, 0.0029703844, 0.0022427698, 0.0012749757, 0.0041775736, 0.0025041497, 0.0028106368, 0.0025286842, 0.009957709, 0.0025147167, 0.002687961, 0.0018334866, 0.0025414857]"
45,per:title,"[0.001432998, 0.003451762, 0.0025164795, 0.0023911148, 0.9178253, 0.0024839141, 0.0029928882, 0.0028942965, 0.0034268014, 0.0030225096, 0.0026528218, 0.0023863115, 0.0029165226, 0.0032038607, 0.0027474307, 0.002604643, 0.0031457318, 0.0031620215, 0.0031070656, 0.002811376, 0.002984335, 0.002574129, 0.0027528375, 0.0029385253, 0.003226894, 0.0031308492, 0.0028056614, 0.0025334605, 0.002944207, 0.0029333006]"
46,org:top_members/employees,"[0.27078614, 0.6528944, 0.0033894377, 0.003016764, 0.0018958424, 0.0037597246, 0.0015350834, 0.002953239, 0.0014708556, 0.0024964253, 0.00283882, 0.0015900488, 0.0022793238, 0.0025347627, 0.002012537, 0.0035695108, 0.0027856438, 0.0018015242, 0.00161618, 0.0033587387, 0.002832423, 0.0018891608, 0.0059602074, 0.0025371993, 0.0023549336, 0.0026002433, 0.0027693904, 0.0027867225, 0.005877004, 0.0018076777]"
47,per:employee_of,"[0.05266141, 0.019793937, 0.009229799, 0.0069310856, 0.25633654, 0.011287575, 0.33126852, 0.009112402, 0.008489072, 0.032701436, 0.008482998, 0.014137539, 0.02133994, 0.008116765, 0.08600582, 0.007171098, 0.010051352, 0.0044008284, 0.0098562315, 0.0063693584, 0.009183762, 0.009067183, 0.0086024, 0.004790469, 0.015062093, 0.0052480507, 0.007657192, 0.011544663, 0.005690339, 0.009410182]"
48,org:top_members/employees,"[0.3969534, 0.45763844, 0.033846036, 0.008099775, 0.010156002, 0.011592273, 0.0019506213, 0.002443885, 0.0021781733, 0.0034127664, 0.003933941, 0.0033839224, 0.0025632218, 0.004318994, 0.0036229945, 0.0038530808, 0.0027694125, 0.0036144103, 0.0036118724, 0.0040417267, 0.0043313606, 0.004564561, 0.0039162594, 0.002788575, 0.0036153772, 0.0027743913, 0.0031688772, 0.003906442, 0.0044914032, 0.0024577095]"
49,no_relation,"[0.7283203, 0.0139895035, 0.07693543, 0.005623596, 0.009112295, 0.023397101, 0.006477258, 0.0034982197, 0.0027202726, 0.027794188, 0.004517842, 0.0035904727, 0.004928188, 0.003941086, 0.004186432, 0.0035750885, 0.0042184554, 0.0023538484, 0.0036972587, 0.006570062, 0.01953575, 0.0061998237, 0.005733585, 0.0064959624, 0.0050681727, 0.0037913108, 0.0035215153, 0.0038351058, 0.0032833351, 0.0030885863]"
50,org:product,"[0.007663728, 0.0020581158, 0.001767008, 0.95213604, 0.0010951093, 0.00055610575, 0.0009550015, 0.0009236272, 0.0019624578, 0.0010135421, 0.0014727062, 0.001909359, 0.0015805151, 0.0022854619, 0.0014029287, 0.001581661, 0.0014692763, 0.0011808471, 0.001196994, 0.0012018927, 0.0009173112, 0.0014986581, 0.0013925667, 0.0013002617, 0.002107267, 0.0013424682, 0.0018056678, 0.0014628915, 0.0017866695, 0.0009738571]"
51,no_relation,"[0.9438866, 0.0014542062, 0.002805793, 0.001987613, 0.0014295679, 0.0031049596, 0.0019989198, 0.0025322542, 0.0015203556, 0.0015380497, 0.0019676187, 0.0014207192, 0.0013283865, 0.002973867, 0.0013950941, 0.0018386351, 0.001716257, 0.0019650683, 0.0014928416, 0.0027889435, 0.0041424716, 0.0020344588, 0.0015432237, 0.0015931906, 0.0017787197, 0.0014603789, 0.0016814108, 0.0015763715, 0.0015552487, 0.0014887378]"
52,no_relation,"[0.9238268, 0.0026589292, 0.0039970814, 0.004387206, 0.0016425904, 0.0057580722, 0.00081103935, 0.011318865, 0.0014365743, 0.0021810185, 0.0016383077, 0.002527569, 0.0016681424, 0.001234313, 0.00069165265, 0.0010619758, 0.0019446306, 0.0012403529, 0.0012178521, 0.0034658904, 0.009260739, 0.0011473051, 0.0028766058, 0.0009886097, 0.0014796644, 0.0017700044, 0.0013905992, 0.0032570686, 0.0015386719, 0.00158179]"
53,per:colleagues,"[0.15599562, 0.0023134684, 0.002795943, 0.002588266, 0.002873388, 0.0037594887, 0.0038543523, 0.0018194729, 0.0027976276, 0.0026557392, 0.0036130904, 0.002841211, 0.0032017168, 0.003039073, 0.7635611, 0.00096339965, 0.009163799, 0.0022802376, 0.003270499, 0.0022973174, 0.0015885785, 0.002651154, 0.0026199473, 0.0023221055, 0.0037795883, 0.0020079874, 0.0019544822, 0.002105496, 0.0023335104, 0.002952282]"
54,no_relation,"[0.9241387, 0.0042965296, 0.0020198957, 0.0032641836, 0.002282113, 0.0032680847, 0.0019598536, 0.0018648896, 0.0020628544, 0.0029797952, 0.003018243, 0.0024540375, 0.002822399, 0.0028751632, 0.0022780285, 0.0018714077, 0.002626665, 0.0024488252, 0.0020023254, 0.002508453, 0.0022643905, 0.0027198584, 0.003532778, 0.002636175, 0.0027398837, 0.0024720374, 0.0030870996, 0.0027785434, 0.002384515, 0.0023422877]"
55,no_relation,"[0.9343836, 0.0017681575, 0.0013497114, 0.0012476798, 0.0020481285, 0.002570611, 0.002236346, 0.0008302594, 0.0018038689, 0.0014940187, 0.0024797, 0.0017201151, 0.002112149, 0.004198145, 0.010613418, 0.0013219917, 0.001884963, 0.005202049, 0.0018466049, 0.0017899309, 0.0010962848, 0.002405724, 0.0019561374, 0.0015448125, 0.0015784544, 0.0016501588, 0.0017989324, 0.0017558666, 0.0017854964, 0.0015267275]"
56,no_relation,"[0.88550156, 0.012050369, 0.0030851073, 0.0046508936, 0.024122156, 0.005233273, 0.0009671594, 0.0044598994, 0.0021203752, 0.0024384768, 0.0027701587, 0.0018244705, 0.0012784255, 0.0024861519, 0.0016717734, 0.002008932, 0.0015501513, 0.0031285216, 0.0029052575, 0.0023410681, 0.0076932088, 0.0044925986, 0.00217738, 0.0019047622, 0.0021962381, 0.0023961118, 0.0021598123, 0.003033696, 0.0056260116, 0.0017259049]"
