id,binary_label,logits
187,0.68701171875,[0.78564453125]
188,0.6728515625,[0.72119140625]
189,0.004085540771484375,[-5.49609375]
190,0.14892578125,[-1.7431640625]
191,0.046478271484375,[-3.021484375]
192,0.79443359375,[1.3505859375]
193,0.4609375,[-0.15625]
194,0.13134765625,[-1.888671875]
195,0.0943603515625,[-2.26171875]
196,0.8154296875,[1.4873046875]
197,0.017913818359375,[-4.00390625]
198,0.73046875,[0.99755859375]
199,0.433349609375,[-0.2685546875]
200,0.9814453125,[3.974609375]
201,0.93701171875,[2.69921875]
202,0.94873046875,[2.9140625]
203,0.41943359375,[-0.325439453125]
204,0.97900390625,[3.845703125]
205,0.017181396484375,[-4.046875]
206,0.2086181640625,[-1.3330078125]
207,0.045684814453125,[-3.0390625]
208,0.19677734375,[-1.40625]
209,0.1849365234375,[-1.4833984375]
210,0.93115234375,[2.607421875]
211,0.03985595703125,[-3.181640625]
212,0.340576171875,[-0.66064453125]
213,0.998046875,[6.28125]
214,0.81787109375,[1.5029296875]
215,0.53076171875,[0.12286376953125]
216,0.99951171875,[7.2890625]
217,0.888671875,[2.078125]
218,0.268798828125,[-1.0009765625]
219,0.998046875,[6.36328125]
220,0.0987548828125,[-2.2109375]
221,0.9248046875,[2.509765625]
222,0.60009765625,[0.406005859375]
223,0.6845703125,[0.775390625]
224,0.07208251953125,[-2.5546875]
225,0.79052734375,[1.3271484375]
226,0.7607421875,[1.1572265625]
227,0.379150390625,[-0.49365234375]
228,0.97119140625,[3.5234375]
229,0.09368896484375,[-2.26953125]
230,0.04742431640625,[-3.0]
231,0.1900634765625,[-1.44921875]
232,0.9853515625,[4.21875]
233,0.99853515625,[6.671875]
234,0.92529296875,[2.513671875]
235,0.99462890625,[5.21484375]
236,0.98974609375,[4.58984375]
237,0.568359375,[0.275146484375]
238,0.32275390625,[-0.74169921875]
239,0.1295166015625,[-1.9052734375]
240,0.1253662109375,[-1.9423828125]
241,0.2381591796875,[-1.1630859375]
242,0.4775390625,[-0.0899658203125]
243,0.994140625,[5.15234375]
244,0.8544921875,[1.7685546875]
245,0.3427734375,[-0.6513671875]
246,0.063232421875,[-2.6953125]
247,0.13916015625,[-1.822265625]
248,0.16748046875,[-1.603515625]
249,0.64892578125,[0.6142578125]
250,0.014617919921875,[-4.2109375]
251,0.7958984375,[1.3623046875]
252,0.03912353515625,[-3.201171875]
253,0.9990234375,[6.8984375]
254,0.07666015625,[-2.48828125]
255,0.369384765625,[-0.53466796875]
256,0.9931640625,[4.96484375]
257,0.0982666015625,[-2.216796875]
258,0.0070648193359375,[-4.9453125]
259,0.9853515625,[4.22265625]
260,0.5986328125,[0.400146484375]
261,0.136962890625,[-1.8408203125]
262,0.548828125,[0.196044921875]
263,0.0156707763671875,[-4.140625]
264,0.9765625,[3.724609375]
265,0.98291015625,[4.046875]
266,0.25732421875,[-1.0595703125]
267,0.0110321044921875,[-4.49609375]
268,0.46435546875,[-0.142333984375]
269,0.90966796875,[2.3125]
270,0.955078125,[3.0625]
271,0.35302734375,[-0.60595703125]
272,0.951171875,[2.97265625]
273,0.8798828125,[1.9892578125]
274,0.01061248779296875,[-4.53515625]
275,0.5615234375,[0.24755859375]
276,0.7275390625,[0.98193359375]
277,0.0020904541015625,[-6.16796875]
278,0.84130859375,[1.6669921875]
279,0.4248046875,[-0.302734375]
280,0.9990234375,[6.8125]
281,0.88427734375,[2.033203125]
282,0.57958984375,[0.320556640625]
283,0.087890625,[-2.33984375]
284,0.1763916015625,[-1.541015625]
285,0.6884765625,[0.79345703125]
286,0.990234375,[4.61328125]
287,0.98828125,[4.44140625]
288,0.986328125,[4.27734375]
289,0.1474609375,[-1.7548828125]
290,0.9365234375,[2.693359375]
291,0.86328125,[1.8408203125]
292,0.012054443359375,[-4.40625]
293,0.054107666015625,[-2.861328125]
294,0.99853515625,[6.671875]
295,0.11260986328125,[-2.064453125]
296,0.998046875,[6.3515625]
297,0.99755859375,[5.94140625]
298,0.89990234375,[2.1953125]
299,0.775390625,[1.23828125]
300,0.9921875,[4.8203125]
301,0.37451171875,[-0.51318359375]
302,0.96826171875,[3.42578125]
303,0.99560546875,[5.46875]
304,0.051666259765625,[-2.91015625]
305,0.011871337890625,[-4.421875]
306,0.358642578125,[-0.5810546875]
307,0.06854248046875,[-2.609375]
308,0.99755859375,[6.03125]
309,0.050323486328125,[-2.9375]
310,0.07861328125,[-2.4609375]
311,0.43603515625,[-0.257080078125]
312,0.364990234375,[-0.5537109375]
313,0.349609375,[-0.62109375]
314,0.859375,[1.8095703125]
315,0.06793212890625,[-2.619140625]
316,0.71630859375,[0.9267578125]
317,0.7431640625,[1.0634765625]
318,0.197021484375,[-1.4052734375]
319,0.18408203125,[-1.4892578125]
320,0.75634765625,[1.1337890625]
321,0.0836181640625,[-2.39453125]
322,0.96826171875,[3.42578125]
323,0.44287109375,[-0.229736328125]
324,0.85546875,[1.779296875]
325,0.99755859375,[5.91796875]
326,0.006122589111328125,[-5.08984375]
327,0.09967041015625,[-2.201171875]
328,0.124755859375,[-1.9482421875]
329,0.63720703125,[0.56396484375]
330,0.908203125,[2.2890625]
331,0.92529296875,[2.513671875]
332,0.006145477294921875,[-5.0859375]
333,0.8994140625,[2.193359375]
334,0.9990234375,[7.14453125]
335,0.1485595703125,[-1.74609375]
336,0.73193359375,[1.00390625]
337,0.642578125,[0.5869140625]
338,0.18701171875,[-1.4697265625]
339,0.8974609375,[2.16796875]
340,0.7822265625,[1.279296875]
341,0.92529296875,[2.517578125]
342,0.0037364959716796875,[-5.5859375]
343,0.06866455078125,[-2.607421875]
344,0.998046875,[6.28125]
345,0.230712890625,[-1.2041015625]
346,0.0070953369140625,[-4.94140625]
347,0.175537109375,[-1.546875]
348,0.201171875,[-1.37890625]
349,0.9931640625,[5.0078125]
350,0.256591796875,[-1.0634765625]
351,0.603515625,[0.421142578125]
352,0.286376953125,[-0.9130859375]
353,0.7783203125,[1.2568359375]
354,0.197265625,[-1.4033203125]
355,0.70751953125,[0.88330078125]
356,0.202392578125,[-1.37109375]
357,0.0279541015625,[-3.548828125]
358,0.152587890625,[-1.71484375]
359,0.99755859375,[6.08203125]
360,0.1395263671875,[-1.8193359375]
361,0.1246337890625,[-1.94921875]
362,0.30859375,[-0.80712890625]
363,0.99853515625,[6.49609375]
364,0.98193359375,[3.984375]
365,0.875,[1.9462890625]
366,0.0014495849609375,[-6.53515625]
367,0.019683837890625,[-3.908203125]
368,0.3017578125,[-0.83935546875]
369,0.0850830078125,[-2.375]
370,0.0038547515869140625,[-5.5546875]
371,0.488525390625,[-0.0457763671875]
372,0.0299835205078125,[-3.4765625]
373,0.98779296875,[4.40234375]
374,0.027435302734375,[-3.568359375]
375,0.57666015625,[0.30810546875]
376,0.85546875,[1.77734375]
377,0.9990234375,[6.734375]
378,0.826171875,[1.5595703125]
379,0.87548828125,[1.9521484375]
380,0.2149658203125,[-1.294921875]
381,0.95068359375,[2.955078125]
382,0.9990234375,[7.1328125]
383,0.6181640625,[0.482177734375]
384,0.1507568359375,[-1.728515625]
385,0.66455078125,[0.6826171875]
386,0.259033203125,[-1.05078125]
387,0.99853515625,[6.69921875]
388,0.9931640625,[4.99609375]
389,0.68701171875,[0.78515625]
390,0.97607421875,[3.69921875]
391,0.83642578125,[1.6328125]
392,0.047882080078125,[-2.990234375]
393,0.5517578125,[0.20849609375]
394,0.0809326171875,[-2.4296875]
395,0.98828125,[4.44921875]
396,0.280517578125,[-0.94140625]
397,0.397216796875,[-0.4169921875]
398,0.95654296875,[3.0859375]
399,0.9990234375,[7.01953125]
400,0.974609375,[3.65625]
401,0.208984375,[-1.3310546875]
402,0.59033203125,[0.36572265625]
403,0.018157958984375,[-3.990234375]
404,0.60107421875,[0.4091796875]
405,0.9404296875,[2.755859375]
406,0.8359375,[1.62890625]
407,0.255859375,[-1.0673828125]
408,0.0142822265625,[-4.234375]
409,0.615234375,[0.469482421875]
410,0.85546875,[1.77734375]
411,0.015899658203125,[-4.125]
412,0.4560546875,[-0.176025390625]
413,0.20654296875,[-1.345703125]
414,0.274658203125,[-0.9716796875]
415,0.962890625,[3.255859375]
416,0.98583984375,[4.23828125]
417,0.88671875,[2.05859375]
418,0.00916290283203125,[-4.68359375]
419,0.01554107666015625,[-4.1484375]
420,0.1048583984375,[-2.14453125]
421,0.990234375,[4.63671875]
422,0.9599609375,[3.171875]
423,0.77197265625,[1.220703125]
424,0.99560546875,[5.41015625]
425,0.38330078125,[-0.475830078125]
426,0.49560546875,[-0.0172882080078125]
427,0.8642578125,[1.8515625]
428,0.84130859375,[1.6669921875]
429,0.4755859375,[-0.09759521484375]
430,0.70703125,[0.88037109375]
431,0.71875,[0.9384765625]
432,0.035675048828125,[-3.296875]
433,0.98095703125,[3.939453125]
434,0.05126953125,[-2.91796875]
435,0.50634765625,[0.026336669921875]
436,0.9365234375,[2.6953125]
437,0.27685546875,[-0.9599609375]
438,0.034027099609375,[-3.345703125]
439,0.037261962890625,[-3.251953125]
440,0.02044677734375,[-3.869140625]
441,0.8759765625,[1.9560546875]
442,0.446533203125,[-0.2144775390625]
443,0.7236328125,[0.96337890625]
444,0.97021484375,[3.478515625]
445,0.83544921875,[1.6259765625]
446,0.96728515625,[3.380859375]
447,0.6953125,[0.8251953125]
448,0.00926971435546875,[-4.671875]
449,0.039276123046875,[-3.197265625]
450,0.0285491943359375,[-3.52734375]
451,0.322998046875,[-0.73974609375]
452,0.85986328125,[1.814453125]
453,0.1988525390625,[-1.3935546875]
454,0.1385498046875,[-1.8271484375]
455,0.6640625,[0.68212890625]
456,0.9873046875,[4.33984375]
457,0.9970703125,[5.875]
458,0.3935546875,[-0.432861328125]
459,0.89501953125,[2.142578125]
460,0.98388671875,[4.11328125]
461,0.283203125,[-0.92822265625]
462,0.0401611328125,[-3.173828125]
463,0.99560546875,[5.421875]
464,0.98828125,[4.41796875]
465,0.9609375,[3.203125]
466,0.02203369140625,[-3.79296875]
467,0.95361328125,[3.021484375]
468,0.043212890625,[-3.09765625]
469,0.0231475830078125,[-3.7421875]
470,0.98779296875,[4.37890625]
471,0.74267578125,[1.060546875]
472,0.07305908203125,[-2.541015625]
473,0.4609375,[-0.1561279296875]
474,0.51123046875,[0.04534912109375]
475,0.1373291015625,[-1.837890625]
476,0.07720947265625,[-2.48046875]
477,0.94873046875,[2.919921875]
478,0.857421875,[1.7958984375]
479,0.7607421875,[1.15625]
480,0.1297607421875,[-1.9033203125]
481,0.40673828125,[-0.3779296875]
482,0.047149658203125,[-3.005859375]
483,0.85546875,[1.779296875]
484,0.9521484375,[2.990234375]
485,0.0301513671875,[-3.470703125]
486,0.93017578125,[2.5859375]
487,0.7412109375,[1.0517578125]
488,0.0023593902587890625,[-6.046875]
489,0.373046875,[-0.51953125]
490,0.01337432861328125,[-4.30078125]
491,0.962890625,[3.25390625]
492,0.92822265625,[2.556640625]
493,0.06524658203125,[-2.662109375]
494,0.9697265625,[3.470703125]
495,0.97802734375,[3.79296875]
496,0.57177734375,[0.28857421875]
497,0.022247314453125,[-3.783203125]
498,0.085693359375,[-2.3671875]
499,0.189208984375,[-1.455078125]
500,0.1370849609375,[-1.83984375]
501,0.66259765625,[0.6748046875]
502,0.089111328125,[-2.32421875]
503,0.640625,[0.57861328125]
504,0.1556396484375,[-1.69140625]
505,0.2646484375,[-1.021484375]
506,0.99169921875,[4.8125]
507,0.1845703125,[-1.4853515625]
508,0.09222412109375,[-2.287109375]
509,0.55078125,[0.20361328125]
510,0.127685546875,[-1.921875]
511,0.95751953125,[3.115234375]
512,0.03302001953125,[-3.376953125]
513,0.69775390625,[0.83740234375]
514,0.2783203125,[-0.953125]
515,0.255615234375,[-1.068359375]
516,0.6650390625,[0.68603515625]
517,0.9423828125,[2.794921875]
518,0.859375,[1.80859375]
519,0.0121917724609375,[-4.39453125]
520,0.9521484375,[2.994140625]
521,0.411376953125,[-0.35791015625]
522,0.9013671875,[2.212890625]
523,0.61767578125,[0.47900390625]
524,0.10723876953125,[-2.119140625]
525,0.004039764404296875,[-5.5078125]
526,0.7119140625,[0.904296875]
527,0.18359375,[-1.4921875]
528,0.464111328125,[-0.1441650390625]
529,0.99609375,[5.4921875]
530,0.00426483154296875,[-5.453125]
531,0.71142578125,[0.9013671875]
532,0.1668701171875,[-1.6083984375]
533,0.92578125,[2.525390625]
534,0.18310546875,[-1.4951171875]
535,0.80419921875,[1.4140625]
536,0.280517578125,[-0.9423828125]
537,0.0232391357421875,[-3.73828125]
538,0.50634765625,[0.0246734619140625]
539,0.01512908935546875,[-4.17578125]
540,0.2486572265625,[-1.10546875]
541,0.12127685546875,[-1.98046875]
542,0.32470703125,[-0.73193359375]
543,0.1094970703125,[-2.095703125]
544,0.66015625,[0.6640625]
545,0.94384765625,[2.822265625]
546,0.9970703125,[5.7890625]
547,0.0457763671875,[-3.037109375]
548,0.008880615234375,[-4.71484375]
549,0.6005859375,[0.4072265625]
550,0.436279296875,[-0.256103515625]
551,0.2117919921875,[-1.314453125]
552,0.72802734375,[0.984375]
553,0.9892578125,[4.515625]
554,0.98828125,[4.4375]
555,0.0867919921875,[-2.353515625]
556,0.51318359375,[0.052337646484375]
557,0.9140625,[2.361328125]
558,0.00997161865234375,[-4.59765625]
559,0.00621795654296875,[-5.07421875]
560,0.423095703125,[-0.310302734375]
561,0.399658203125,[-0.406494140625]
562,0.2230224609375,[-1.248046875]
563,0.1689453125,[-1.5927734375]
564,0.8857421875,[2.046875]
565,0.84375,[1.6865234375]
566,0.006191253662109375,[-5.078125]
567,0.493408203125,[-0.02642822265625]
568,0.98828125,[4.4375]
569,0.99560546875,[5.42578125]
570,0.99267578125,[4.93359375]
571,0.297119140625,[-0.86083984375]
572,0.07366943359375,[-2.53125]
573,0.358642578125,[-0.5810546875]
574,0.010406494140625,[-4.5546875]
575,0.10394287109375,[-2.154296875]
576,0.422119140625,[-0.314453125]
577,0.5185546875,[0.0751953125]
578,0.80419921875,[1.4130859375]
579,0.059539794921875,[-2.759765625]
580,0.467041015625,[-0.1324462890625]
581,0.27197265625,[-0.984375]
582,0.99267578125,[4.90625]
583,0.3271484375,[-0.72119140625]
584,0.9970703125,[5.83203125]
585,0.1214599609375,[-1.978515625]
586,0.92919921875,[2.572265625]
587,0.775390625,[1.2392578125]
588,0.916015625,[2.38671875]
589,0.83544921875,[1.623046875]
590,0.97265625,[3.576171875]
591,0.998046875,[6.203125]
592,0.97119140625,[3.509765625]
593,0.998046875,[6.30078125]
594,0.99755859375,[6.01953125]
595,0.498046875,[-0.00782012939453125]
596,0.97705078125,[3.744140625]
597,0.36767578125,[-0.54248046875]
598,0.72021484375,[0.94580078125]
599,0.53271484375,[0.1319580078125]
600,0.0743408203125,[-2.521484375]
601,0.97021484375,[3.478515625]
602,0.252685546875,[-1.0849609375]
603,0.07342529296875,[-2.53515625]
604,0.035888671875,[-3.291015625]
605,0.99462890625,[5.25]
606,0.990234375,[4.59765625]
607,0.9736328125,[3.603515625]
608,0.9990234375,[7.04296875]
609,0.99755859375,[6.09765625]
610,0.51953125,[0.07904052734375]
611,0.059417724609375,[-2.76171875]
612,0.99853515625,[6.43359375]
613,0.0784912109375,[-2.462890625]
614,0.947265625,[2.892578125]
615,0.9541015625,[3.03515625]
616,0.00269317626953125,[-5.9140625]
617,0.09857177734375,[-2.212890625]
618,0.53076171875,[0.1239013671875]
619,0.9111328125,[2.330078125]
620,0.98583984375,[4.23046875]
621,0.77734375,[1.2509765625]
622,0.82421875,[1.546875]
623,0.1939697265625,[-1.4248046875]
624,0.958984375,[3.1484375]
625,0.97998046875,[3.890625]
626,0.15185546875,[-1.7197265625]
627,0.998046875,[6.140625]
628,0.9736328125,[3.6015625]
629,0.006412506103515625,[-5.04296875]
630,0.021484375,[-3.818359375]
631,0.085693359375,[-2.3671875]
632,0.97314453125,[3.58984375]
633,0.0604248046875,[-2.744140625]
634,0.271240234375,[-0.98779296875]
635,0.9287109375,[2.56640625]
636,0.202392578125,[-1.37109375]
637,0.0184326171875,[-3.974609375]
638,0.99853515625,[6.63671875]
639,0.244873046875,[-1.1259765625]
640,0.30224609375,[-0.83642578125]
641,0.98095703125,[3.9296875]
642,0.990234375,[4.60546875]
643,0.9833984375,[4.08203125]
644,0.98828125,[4.4296875]
645,0.0099334716796875,[-4.6015625]
646,0.11126708984375,[-2.078125]
647,0.892578125,[2.1171875]
648,0.266357421875,[-1.0126953125]
649,0.11932373046875,[-1.9990234375]
650,0.007488250732421875,[-4.88671875]
651,0.0033512115478515625,[-5.6953125]
652,0.38671875,[-0.4609375]
653,0.44775390625,[-0.209716796875]
654,0.0066680908203125,[-5.00390625]
655,0.4619140625,[-0.1529541015625]
656,0.92431640625,[2.505859375]
657,0.97314453125,[3.583984375]
658,0.004070281982421875,[-5.5]
659,0.94873046875,[2.91796875]
660,0.97998046875,[3.8984375]
661,0.9267578125,[2.5390625]
662,0.12115478515625,[-1.9814453125]
663,0.447265625,[-0.2115478515625]
664,0.307861328125,[-0.81005859375]
665,0.98046875,[3.908203125]
666,0.40234375,[-0.395263671875]
667,0.98583984375,[4.2265625]
668,0.86572265625,[1.86328125]
669,0.414306640625,[-0.34619140625]
670,0.994140625,[5.12109375]
671,0.017242431640625,[-4.04296875]
672,0.68798828125,[0.79052734375]
673,0.76025390625,[1.1533203125]
674,0.0139007568359375,[-4.26171875]
675,0.740234375,[1.046875]
676,0.9921875,[4.85546875]
677,0.9990234375,[6.96484375]
678,0.97021484375,[3.48046875]
679,0.87158203125,[1.9150390625]
680,0.5078125,[0.03131103515625]
681,0.544921875,[0.179931640625]
682,0.77783203125,[1.2529296875]
683,0.205078125,[-1.3544921875]
684,0.62060546875,[0.4921875]
685,0.9921875,[4.86328125]
686,0.8271484375,[1.564453125]
687,0.22119140625,[-1.2587890625]
688,0.043701171875,[-3.0859375]
689,0.63916015625,[0.57080078125]
690,0.705078125,[0.87158203125]
691,0.0241851806640625,[-3.697265625]
692,0.9267578125,[2.541015625]
693,0.0116424560546875,[-4.44140625]
694,0.93701171875,[2.703125]
695,0.1923828125,[-1.4345703125]
696,0.09979248046875,[-2.19921875]
697,0.015716552734375,[-4.13671875]
698,0.03033447265625,[-3.46484375]
699,0.99609375,[5.48828125]
700,0.3427734375,[-0.65087890625]
701,0.35009765625,[-0.6181640625]
702,0.028656005859375,[-3.5234375]
703,0.348388671875,[-0.62646484375]
704,0.66259765625,[0.67529296875]
705,0.0031719207763671875,[-5.75]
706,0.009521484375,[-4.64453125]
707,0.1912841796875,[-1.44140625]
708,0.0177764892578125,[-4.01171875]
709,0.2144775390625,[-1.2978515625]
710,0.329833984375,[-0.70947265625]
711,0.01061248779296875,[-4.53515625]
712,0.44970703125,[-0.201904296875]
713,0.95458984375,[3.04296875]
714,0.48193359375,[-0.0726318359375]
715,0.89208984375,[2.11328125]
716,0.443603515625,[-0.2265625]
717,0.06903076171875,[-2.6015625]
718,0.1708984375,[-1.5791015625]
719,0.3203125,[-0.75244140625]
720,0.01146697998046875,[-4.45703125]
721,0.962890625,[3.25]
722,0.5439453125,[0.176513671875]
723,0.382080078125,[-0.480712890625]
724,0.853515625,[1.7607421875]
725,0.059417724609375,[-2.76171875]
726,0.64697265625,[0.60595703125]
727,0.97998046875,[3.892578125]
728,0.9716796875,[3.5390625]
729,0.2861328125,[-0.9140625]
730,0.990234375,[4.6171875]
731,0.86181640625,[1.830078125]
732,0.26806640625,[-1.0048828125]
733,0.55322265625,[0.2132568359375]
734,0.78857421875,[1.3173828125]
735,0.99853515625,[6.58203125]
736,0.857421875,[1.794921875]
737,0.411865234375,[-0.35595703125]
738,0.369873046875,[-0.53271484375]
739,0.68603515625,[0.78271484375]
740,0.9951171875,[5.32421875]
741,0.71826171875,[0.93603515625]
742,0.387939453125,[-0.4560546875]
743,0.0082855224609375,[-4.78515625]
744,0.288818359375,[-0.9013671875]
745,0.8759765625,[1.953125]
746,0.102294921875,[-2.171875]
747,0.99609375,[5.5546875]
748,0.68701171875,[0.78564453125]
749,0.8603515625,[1.8193359375]
750,0.244873046875,[-1.1259765625]
751,0.395751953125,[-0.4228515625]
752,0.37646484375,[-0.5048828125]
753,0.0038852691650390625,[-5.546875]
754,0.018096923828125,[-3.994140625]
755,0.99267578125,[4.92578125]
756,0.99560546875,[5.4765625]
757,0.9736328125,[3.609375]
758,0.94384765625,[2.8203125]
759,0.029083251953125,[-3.5078125]
760,0.92041015625,[2.451171875]
761,0.11163330078125,[-2.07421875]
762,0.92724609375,[2.54296875]
763,0.61083984375,[0.45166015625]
764,0.086181640625,[-2.361328125]
765,0.1201171875,[-1.9912109375]
766,0.99462890625,[5.19140625]
767,0.75,[1.099609375]
768,0.259521484375,[-1.048828125]
769,0.428955078125,[-0.2861328125]
770,0.3544921875,[-0.599609375]
771,0.99755859375,[5.98828125]
772,0.296875,[-0.86279296875]
773,0.49853515625,[-0.00616455078125]
774,0.35107421875,[-0.6142578125]
775,0.337158203125,[-0.67626953125]
776,0.90966796875,[2.30859375]
777,0.67919921875,[0.74951171875]
778,0.9853515625,[4.21484375]
779,0.343994140625,[-0.64501953125]
