id,pred_label,probs
10,no_relation,"[0.79858255, 0.0028044835, 0.0005688882, 0.022312852, 0.001777892, 0.0007896118, 0.005264771, 0.0003617886, 0.0050746226, 0.0001870525, 0.0002757826, 0.0005412512, 0.005162669, 0.0003211444, 0.14263852, 0.00083344016, 0.0015130994, 0.00033992974, 0.0007314387, 0.00030552913, 0.0006981364, 0.0005676128, 0.00045632158, 0.00040736113, 0.00037309827, 0.0012260512, 0.0004679623, 0.00076064985, 0.003862866, 0.0007926818]"
11,org:dissolved,"[0.015321813, 0.00019842946, 0.00043510983, 0.0005131729, 0.00014716353, 0.00016541166, 7.429696e-05, 0.0005755749, 0.00015405893, 0.0003902679, 0.0002793339, 0.00017497149, 0.00019155361, 0.0002302852, 9.6911295e-05, 0.000142143, 0.00017867314, 0.00045138737, 0.0035017468, 0.00040712443, 0.00036860528, 0.0003378244, 0.9730592, 0.00015554467, 0.0011656132, 0.000101289676, 8.246589e-05, 0.00038365327, 0.00024637076, 0.000470028]"
12,no_relation,"[0.79960454, 0.023558496, 0.0049143583, 0.121485114, 0.00052451115, 0.0031811, 0.0003220426, 0.0007910922, 0.0010126289, 0.00097386265, 0.0007646684, 0.0004923404, 0.00017282543, 0.00061380665, 0.0008350616, 0.0004786996, 0.00042855024, 0.00039073158, 0.002283099, 0.028734144, 0.0018066987, 0.000543754, 0.00089628866, 0.00040716113, 0.00093290413, 0.0009073594, 0.0006405822, 0.00045997737, 0.001289059, 0.000554508]"
13,no_relation,"[0.9992976, 3.9577844e-05, 2.5596499e-05, 5.47561e-05, 2.9756464e-05, 1.7274819e-05, 7.469646e-05, 1.6310905e-05, 1.5890606e-05, 8.315826e-06, 1.1829071e-05, 2.880088e-05, 6.8688146e-06, 1.792838e-05, 3.5384226e-05, 6.3439125e-05, 5.724236e-06, 5.0006106e-06, 1.8050498e-05, 2.191346e-05, 8.606714e-05, 1.7426551e-05, 2.4039906e-05, 1.0070654e-05, 1.6136337e-05, 1.7161503e-05, 1.0482675e-05, 8.846891e-06, 8.153341e-06, 6.898816e-06]"
14,no_relation,"[0.99055827, 0.00012438634, 9.901784e-05, 4.172647e-05, 0.00012984705, 7.146933e-05, 0.0006087382, 0.0005854784, 0.00014598039, 6.3190375e-05, 4.7372465e-05, 0.0027429922, 0.00010327962, 0.0001104589, 0.00010308921, 0.0014820863, 3.601877e-05, 3.9464787e-05, 5.122453e-05, 0.00018879307, 0.00015286508, 7.678149e-05, 0.000110643945, 0.00013972426, 0.00025746622, 5.5680066e-05, 0.00016490096, 0.001611472, 3.4754958e-05, 6.284613e-05]"
15,no_relation,"[0.49650323, 0.0021230774, 0.00011352873, 0.00033072146, 0.00013459043, 0.00016148787, 0.00080840517, 0.00019386632, 0.00018598887, 6.526031e-05, 0.00022723291, 0.00034780268, 0.00022441719, 0.00025789684, 0.4939873, 0.0010092492, 0.00023800558, 0.00021223497, 0.00019781577, 0.0006530063, 0.00045772243, 0.00028801383, 0.00013713652, 5.229755e-05, 0.00013478335, 0.00018577358, 0.00013148382, 0.0002183958, 0.00023550342, 0.00018373982]"
16,per:alternate_names,"[7.683434e-05, 4.127892e-05, 1.6894724e-05, 3.7161215e-05, 0.00012862595, 2.1552636e-05, 0.0001421148, 7.62743e-05, 5.8563408e-05, 4.2683707e-05, 1.8596162e-05, 4.893884e-05, 0.99865615, 1.29908085e-05, 4.4255547e-05, 2.3794904e-05, 7.666058e-05, 7.821366e-05, 1.8652343e-05, 1.4937079e-05, 7.1460113e-06, 5.1208284e-05, 2.4842873e-05, 2.9225028e-05, 2.5787504e-05, 6.651608e-05, 3.668665e-05, 2.728206e-05, 5.918692e-05, 3.701997e-05]"
17,no_relation,"[0.8471423, 0.00028512345, 0.00037265016, 0.00029938185, 0.00038840703, 0.00031827344, 0.00021008182, 0.00025831832, 0.00027694565, 0.00024528912, 0.0005319735, 0.00014876064, 0.0002640611, 0.0012171702, 0.00014540802, 0.00048162744, 0.00016495456, 8.73705e-05, 0.00018331998, 0.00057473115, 0.00044910214, 0.0010163258, 0.0045774654, 0.00032619727, 0.13811114, 0.0002871701, 0.0001917167, 0.00093855493, 0.00016443671, 0.00034184547]"
18,no_relation,"[0.8982656, 0.0008517927, 0.00044363528, 0.00033823538, 0.0005960086, 0.00022327922, 0.002946208, 0.0023357267, 0.00036473304, 0.00021845022, 0.00016933943, 0.05771661, 0.00025436573, 0.0002594893, 0.0006581886, 0.028214976, 0.00013103783, 0.00015246778, 0.00025858713, 0.0005356072, 0.00074700994, 9.755816e-05, 0.00016383493, 0.00052609463, 0.00010968938, 0.00021219617, 0.0017329116, 0.0010177392, 0.00020597731, 0.00025258804]"
19,org:product,"[0.003439588, 0.0004042605, 0.00040221543, 0.99267864, 0.00019734766, 7.074551e-05, 6.913867e-05, 7.618952e-05, 0.0002420933, 5.845381e-05, 6.587676e-05, 7.851146e-05, 4.5411867e-05, 6.540495e-05, 0.00012235438, 0.00011338874, 0.00012843715, 0.00010294481, 0.00027037482, 0.00012515383, 0.00021015866, 5.4765624e-05, 9.314064e-05, 7.249353e-05, 7.089997e-05, 0.000115238516, 0.0002785919, 8.261914e-05, 0.00019036056, 7.513925e-05]"
20,no_relation,"[0.9101446, 0.00083586364, 0.0009658566, 0.00036226586, 0.00010177302, 0.00017383047, 0.0020204843, 0.00014274978, 0.00027185553, 0.0002160341, 0.008868196, 0.0005635842, 0.0002961104, 0.0028639229, 0.033993673, 0.00075320335, 0.00060685823, 0.03346666, 0.0002635289, 0.00045951945, 0.0005226139, 0.00060588436, 0.00029128313, 0.00016014991, 0.00013094512, 9.825329e-05, 0.00012673868, 0.00023389686, 0.0001401619, 0.00031946486]"
21,org:top_members/employees,"[0.00037129642, 0.9988851, 2.2361717e-05, 3.1333027e-05, 3.3381322e-05, 8.829608e-05, 1.3861777e-05, 5.742649e-05, 1.4934662e-05, 3.3552045e-05, 1.6849835e-05, 1.6221926e-05, 2.1005448e-05, 1.0419783e-05, 6.552281e-06, 1.1000352e-05, 1.9319887e-05, 2.7267319e-05, 1.3936881e-05, 2.6648047e-05, 3.0680316e-05, 1.9154133e-05, 2.153479e-05, 1.9178626e-05, 2.1366879e-05, 1.8869769e-05, 1.5179342e-05, 1.4149877e-05, 0.000105802435, 1.3342583e-05]"
22,org:top_members/employees,"[0.2102438, 0.7577505, 0.006255294, 0.0012623225, 0.001020641, 0.000502139, 0.00030650853, 0.0019532614, 0.00022292984, 0.011727317, 0.00079992466, 0.00032188674, 0.0002920969, 0.00037460745, 0.00010663546, 0.00030160794, 0.00016296991, 0.00033412653, 0.0003799149, 0.00065722084, 0.0009509759, 0.0003737143, 0.0005612789, 0.0010190809, 0.0004993273, 0.00030007074, 0.00038699075, 0.00017252742, 0.0005715473, 0.00018880554]"
23,per:employee_of,"[0.00038353688, 0.0006488621, 6.1379294e-05, 3.559079e-05, 0.002475919, 0.000113261645, 0.9913107, 5.6845725e-05, 7.08382e-05, 4.645399e-05, 4.3481545e-05, 0.00259339, 0.0002479273, 8.7203975e-05, 5.340426e-05, 0.00084455765, 8.4162166e-05, 7.150418e-05, 5.7914687e-05, 5.087276e-05, 6.383534e-05, 2.6414673e-05, 4.0006606e-05, 0.00012498746, 3.7755737e-05, 2.6468435e-05, 0.00014202468, 5.129171e-05, 5.0522616e-05, 9.887396e-05]"
24,no_relation,"[0.92997307, 0.0014213503, 0.016196188, 0.0002298235, 0.00039730663, 0.00056234753, 0.00014970283, 0.006527315, 6.323071e-05, 0.00010765654, 8.361678e-05, 6.116572e-05, 8.989064e-05, 0.00025570346, 0.00012726785, 3.2218886e-05, 0.00013264036, 0.00010979967, 0.0001330695, 0.00027390206, 0.04187384, 0.00015911213, 0.00014677331, 0.0003057204, 0.000107266394, 7.828342e-05, 9.978048e-05, 7.3750394e-05, 0.00014595395, 8.223921e-05]"
25,no_relation,"[0.7214448, 0.0007719085, 0.0047393837, 0.00028425388, 0.00025176283, 0.0012766321, 9.4877076e-05, 0.25339735, 0.00017008146, 0.00019019758, 0.0001212595, 0.00046433057, 0.00036650983, 0.00039225034, 0.00013255145, 7.926543e-05, 0.00019556533, 0.00016677525, 0.00040680481, 0.00047221314, 0.012330505, 0.00030245184, 0.0004928774, 0.00017741727, 0.00025698674, 0.00013664736, 0.00019571533, 0.00028256292, 0.00023040547, 0.0001756631]"
26,no_relation,"[0.55592465, 0.42167282, 0.0037497918, 0.0012877188, 0.0038381557, 0.0008955801, 0.0005591691, 0.0011436121, 0.0003203862, 0.00076582463, 0.00035863984, 0.00026951692, 0.00020996906, 0.0002961084, 0.00024137637, 0.00026180825, 0.00019344261, 0.0004120953, 0.00024854933, 0.0005190514, 0.0048837923, 0.00023175588, 0.00022299802, 0.00023680074, 0.00018548181, 0.0001593204, 0.00019542687, 7.680456e-05, 0.00055249623, 8.6856264e-05]"
27,no_relation,"[0.9312644, 0.00054131285, 0.0042317198, 0.0002830951, 0.00018716496, 0.00092347927, 6.114298e-05, 0.052103736, 9.1093476e-05, 0.00011130743, 7.2043345e-05, 0.00014412195, 0.00015791818, 0.00023109054, 0.00010583104, 5.416389e-05, 9.8371616e-05, 6.7648645e-05, 0.00020445311, 0.0004375415, 0.007670599, 0.00014203592, 0.00017719071, 9.3700495e-05, 0.000117928794, 7.039299e-05, 8.532031e-05, 7.823543e-05, 0.00010877619, 8.418698e-05]"
28,no_relation,"[0.9967964, 0.0002792829, 7.2623254e-05, 9.238255e-05, 0.00035599145, 4.0939503e-05, 0.00075024663, 3.268489e-05, 0.00013268701, 1.7658698e-05, 1.5195249e-05, 6.496535e-05, 1.414749e-05, 2.2356326e-05, 0.00039396543, 6.2496765e-05, 1.9348303e-05, 1.6606427e-05, 4.529097e-05, 5.789798e-05, 0.0005200592, 1.6612335e-05, 2.4607418e-05, 3.2260752e-05, 1.7945027e-05, 2.8797285e-05, 1.2482949e-05, 1.2628926e-05, 2.9914869e-05, 2.1384822e-05]"
29,no_relation,"[0.9826969, 0.00026169085, 0.005491638, 8.788254e-05, 0.00021375781, 0.00042693605, 0.00015392258, 0.00074401964, 4.8725065e-05, 3.8313483e-05, 9.102137e-05, 3.5634286e-05, 4.4327244e-05, 0.00023046152, 0.00063697307, 2.4417392e-05, 0.00014266322, 3.688217e-05, 6.8910565e-05, 0.00030336235, 0.007447584, 8.9610054e-05, 9.283883e-05, 0.00025291843, 5.4217417e-05, 7.706261e-05, 4.5051504e-05, 3.2525444e-05, 6.9028756e-05, 6.071768e-05]"
30,no_relation,"[0.96003693, 0.00053404423, 0.0020064542, 0.0001653097, 0.00026311795, 0.00050963694, 5.4276337e-05, 0.018912362, 5.48732e-05, 7.8804514e-05, 8.061655e-05, 0.00011321096, 8.0315884e-05, 0.00029044066, 0.000183521, 6.890877e-05, 0.00010464233, 6.141441e-05, 0.00016909842, 0.00045064237, 0.014894057, 0.00013676245, 0.00011306056, 8.537653e-05, 0.00011518893, 8.716976e-05, 0.00011912762, 5.240244e-05, 8.684723e-05, 9.129947e-05]"
31,org:place_of_headquarters,"[0.051718503, 0.0005335226, 0.0047776834, 0.00014172477, 0.00033007056, 0.0014158313, 0.00017310069, 0.84267104, 0.000121995094, 0.00032544174, 0.00013692946, 0.00020438965, 0.000419893, 0.00030145794, 0.00011466565, 0.00012743757, 0.0002590369, 0.00014217015, 0.00033001593, 0.0006155333, 0.09318026, 0.00026179184, 0.0003067193, 0.00014663179, 0.00023312132, 0.00014050215, 0.00022450104, 0.0001745845, 0.00027480195, 0.00019655886]"
32,per:origin,"[0.30971158, 0.002157335, 0.00085059233, 0.0005382144, 0.0025334805, 0.00054869737, 0.16268688, 0.0032298532, 0.0022698203, 0.0005364954, 0.0003295951, 0.13742654, 0.0030913071, 0.00096017163, 0.0018825764, 0.3458153, 0.00034567137, 0.0003105789, 0.0005626323, 0.0007874151, 0.00043745572, 0.0004165427, 0.0005412596, 0.0033480478, 0.00041386063, 0.00056402315, 0.011565067, 0.0038322732, 0.0010292399, 0.001277503]"
33,org:members,"[0.4640971, 0.0015404419, 0.4916201, 0.0006551999, 0.00020053046, 0.0014751062, 0.0003123394, 0.01576644, 0.00014900632, 0.00024206685, 0.00019562615, 0.00025829833, 0.000284922, 0.00039834555, 0.0001125573, 0.000113533286, 0.00019717212, 0.00015370607, 0.00023948512, 0.001719929, 0.018069642, 0.00025036483, 0.00040915274, 0.00022934793, 0.0002237686, 0.00014445024, 0.00023917835, 0.00018863272, 0.00026451977, 0.00024913793]"
34,no_relation,"[0.6928289, 0.28688216, 0.0027135992, 0.0023158717, 0.00085203635, 0.00053024275, 0.0003047685, 0.00081584166, 0.00016114253, 0.0027944152, 0.00055180077, 0.00026089486, 0.00022092112, 0.0003450198, 0.00019212255, 0.00021336254, 0.00013769836, 0.0006997043, 0.00065983203, 0.00074185216, 0.0028717339, 0.00045345788, 0.00041833622, 0.00039348385, 0.0003544965, 0.0002461375, 0.00020831765, 0.00014083492, 0.00056505506, 0.00012604981]"
35,no_relation,"[0.84473723, 0.0014322269, 0.00033461113, 0.0002535143, 0.0664828, 0.0004317982, 0.023023998, 0.0003437356, 0.00073931227, 0.00032476053, 0.00023873817, 0.0028569608, 0.0006838405, 0.00056754437, 0.0017044966, 0.049989928, 0.0002717118, 0.0003006893, 0.00034343396, 0.00048136053, 0.0006521254, 0.00034361414, 0.00028620535, 0.0005392548, 0.0005373905, 0.0005082304, 0.0007267128, 0.00028124894, 0.00038049475, 0.0002021682]"
36,no_relation,"[0.5227842, 0.00046052455, 0.00038070383, 0.00023998717, 0.0008804655, 0.00026958925, 0.46596262, 0.00017766234, 0.00083879265, 7.256629e-05, 8.0000034e-05, 0.00066292105, 0.0008321779, 0.00012229952, 0.0016961925, 0.0019298496, 0.00014897321, 0.00011751867, 0.00013079334, 0.0002765073, 0.000525733, 7.955283e-05, 0.0001379356, 0.00025404774, 0.00012716302, 0.00019680249, 0.0001609166, 0.00011241677, 0.00010480455, 0.00023624838]"
37,org:product,"[0.0041099926, 0.0003534923, 0.00074608397, 0.9919008, 0.00016638178, 6.6025576e-05, 5.3142565e-05, 6.430619e-05, 0.00015806568, 6.987537e-05, 7.0378555e-05, 4.9333998e-05, 5.258909e-05, 7.287401e-05, 8.561529e-05, 6.6899804e-05, 0.00013236211, 0.00010250591, 0.00026917897, 0.000104549894, 0.00019026709, 6.700005e-05, 0.00011025244, 8.481069e-05, 8.748868e-05, 0.00017409112, 0.00025482825, 0.000111435846, 0.0001437172, 8.1642276e-05]"
38,no_relation,"[0.6996932, 0.00039874823, 0.00012644868, 0.00016801532, 0.00015014004, 0.00016198918, 0.0017546889, 0.00012559896, 0.0003814159, 6.907637e-05, 0.00040312184, 0.0002656127, 0.00043995195, 0.0007229941, 0.29116625, 0.000854138, 0.0004117754, 0.00011322749, 0.00018005502, 0.0002016211, 0.00038644244, 0.00039835562, 0.00013976476, 8.3067556e-05, 0.00027260958, 0.00016229488, 0.000105390376, 0.00035827086, 0.000120868106, 0.00018486183]"
39,org:top_members/employees,"[0.09705927, 0.88453287, 0.0076747155, 0.00080182066, 0.00056023523, 0.0004734802, 0.00036697966, 0.0015105393, 0.00012810595, 0.002202758, 0.0002039553, 0.00017218642, 0.00011408343, 0.00011272196, 5.259308e-05, 0.000149398, 9.419188e-05, 0.00027646354, 0.00020120422, 0.0004640806, 0.0011010072, 0.00020403933, 0.00027153286, 0.00030091224, 0.00020514836, 0.00013298128, 0.00018930883, 8.378678e-05, 0.00025627852, 0.00010342172]"
40,no_relation,"[0.8746457, 0.091164336, 0.017799318, 0.00094665267, 0.00082690344, 0.00080267846, 0.0002427313, 0.001677138, 9.900764e-05, 0.0006101321, 0.00043165096, 0.00023877995, 0.00011308947, 0.0002856383, 0.00017707293, 0.0001236575, 0.0001135255, 0.00035463896, 0.00024507876, 0.0006318419, 0.006412215, 0.00034017928, 0.0004144961, 0.00023173603, 0.00016403501, 0.0001081188, 0.00017197705, 9.144998e-05, 0.00047204498, 6.415144e-05]"
41,no_relation,"[0.7450756, 0.16884698, 0.01745232, 0.0004849101, 0.00094238797, 0.0015888071, 0.0009861835, 0.0036665844, 0.0002751831, 0.0006373367, 0.00038043526, 0.00028423028, 0.0002796263, 0.00054680445, 0.00025597186, 0.00033160433, 0.00017337475, 0.0002392626, 0.00035544953, 0.0047064656, 0.049192403, 0.0006556239, 0.0003931505, 0.000564883, 0.00031370213, 0.00017546678, 0.00031640532, 0.00014974557, 0.0005837283, 0.00014536694]"
42,per:employee_of,"[0.014040773, 0.00015990366, 0.00010913117, 5.5145145e-05, 0.0007042602, 0.00013161724, 0.96023816, 6.4740576e-05, 0.00041877167, 9.504212e-05, 8.466712e-05, 0.001126262, 0.00015407497, 0.00020042359, 0.0016158511, 0.018635288, 0.0001999463, 9.3620496e-05, 0.00011039325, 0.00026905639, 0.00021786088, 7.06601e-05, 5.9653652e-05, 0.000117823074, 9.768853e-05, 6.5278844e-05, 0.00023428875, 6.0622013e-05, 9.955847e-05, 0.00046944522]"
43,org:member_of,"[0.017294016, 0.00042039805, 0.0011859137, 0.00013517623, 0.00031047364, 0.0007052447, 0.0001998381, 0.13395874, 9.885725e-05, 0.0002675961, 0.000116970885, 0.00010422643, 0.00018555544, 0.00020143313, 0.00011109562, 0.000103222905, 0.00018209772, 0.00010564578, 0.00021486926, 0.0002785788, 0.84219325, 0.00019529916, 0.00022997783, 0.00012453659, 0.00017228583, 0.00019152959, 0.00022736029, 0.00011454974, 0.0002324248, 0.00013887047]"
44,no_relation,"[0.99245465, 0.00012521501, 4.7131136e-05, 3.8099002e-05, 0.0007940163, 6.33465e-05, 0.0003347066, 7.688273e-05, 8.927063e-05, 6.127838e-05, 4.142816e-05, 0.0003126358, 0.00011782025, 7.363067e-05, 0.00010072512, 0.002018569, 2.0201625e-05, 2.978062e-05, 0.00025018066, 7.728233e-05, 0.0001062692, 8.8724286e-05, 4.9355473e-05, 9.596156e-05, 0.00011744355, 0.0020244808, 0.00026330817, 3.3652184e-05, 7.040255e-05, 2.3619757e-05]"
45,per:title,"[0.0009328365, 7.492282e-05, 4.499506e-05, 3.432357e-05, 0.99736184, 5.873294e-05, 0.00035568385, 3.9977665e-05, 6.9951864e-05, 3.245964e-05, 1.3944204e-05, 4.726558e-05, 0.00022698191, 2.466302e-05, 3.1395535e-05, 6.002486e-05, 6.166134e-05, 7.7759396e-05, 4.991107e-05, 4.137071e-05, 5.100116e-05, 2.3165914e-05, 2.4652883e-05, 6.526103e-05, 4.66804e-05, 3.6907208e-05, 3.0685813e-05, 1.6222168e-05, 3.9055158e-05, 2.5678692e-05]"
46,org:top_members/employees,"[0.05493146, 0.9403103, 0.0002700582, 0.00014201307, 0.00018419266, 0.00017007359, 0.00048496612, 0.00066249404, 4.203691e-05, 0.0001261813, 6.132309e-05, 9.46724e-05, 5.3387525e-05, 4.0825682e-05, 0.00016550683, 0.00012594493, 5.1285122e-05, 8.495222e-05, 5.6923203e-05, 0.00015443817, 0.00088342105, 5.443219e-05, 7.994279e-05, 9.6184005e-05, 5.582524e-05, 5.2147272e-05, 7.925178e-05, 3.451612e-05, 0.0004095232, 4.1703734e-05]"
47,per:employee_of,"[0.12576444, 0.0007925141, 0.0004774133, 0.00053967745, 0.2532715, 0.00038887083, 0.49612203, 0.0005055948, 0.0058630873, 0.0008922283, 0.00041112525, 0.0014966928, 0.0044928864, 0.0006293219, 0.08446252, 0.009489563, 0.004429797, 0.00058953546, 0.0009618699, 0.00035183888, 0.0016554054, 0.00058021763, 0.00048422464, 0.0009013855, 0.0006481832, 0.0005881848, 0.0007724436, 0.00045333806, 0.00066647114, 0.0013176562]"
48,no_relation,"[0.6478883, 0.320841, 0.007851559, 0.0009118857, 0.0006657528, 0.0004678618, 0.00051555457, 0.0027586373, 0.00010861753, 0.00034074418, 0.00020362099, 0.0002129033, 9.761385e-05, 0.00018246168, 0.00030080363, 0.00015052521, 9.986183e-05, 0.0003381257, 0.00022706088, 0.00060001266, 0.013584898, 0.00024124091, 0.00020968988, 0.00017960992, 0.00013843937, 0.00011788647, 0.00016995966, 0.00011097425, 0.00041585157, 6.84621e-05]"
49,no_relation,"[0.7034107, 0.008549102, 0.24543203, 0.0028350542, 0.0009703017, 0.0010985301, 0.00052780984, 0.006437259, 0.00021865199, 0.0010391191, 0.00023622603, 0.00016649211, 0.00021228868, 0.00035855846, 0.00013057626, 0.00022619788, 0.0002675808, 0.00021992119, 0.00022534246, 0.0029766606, 0.021961825, 0.00029227746, 0.00038870334, 0.0004620668, 0.0002589926, 0.00018088896, 0.00032197038, 0.00014053065, 0.00030658502, 0.00014779686]"
50,org:product,"[0.003034619, 0.000115410796, 0.0005038672, 0.9938659, 0.00014796501, 0.00010604121, 3.72218e-05, 5.280471e-05, 0.0001383872, 5.080732e-05, 6.339062e-05, 5.8692243e-05, 5.203163e-05, 6.800243e-05, 8.132401e-05, 5.9436094e-05, 0.000113082846, 9.5005606e-05, 0.0002202136, 4.931605e-05, 0.000113166025, 6.0355265e-05, 8.292299e-05, 8.906789e-05, 8.977348e-05, 0.00014720975, 0.00023489259, 8.328233e-05, 0.00012015585, 6.565307e-05]"
51,no_relation,"[0.98081756, 0.0008977435, 0.003662563, 9.552421e-05, 7.783294e-05, 0.0002578502, 0.00015682747, 0.0038513225, 5.574083e-05, 5.859276e-05, 4.8121998e-05, 8.374132e-05, 7.676025e-05, 0.00011461528, 0.0004697604, 0.00011772907, 5.527257e-05, 4.729477e-05, 5.562878e-05, 0.0008464804, 0.007625055, 6.8007306e-05, 8.5881526e-05, 4.4912715e-05, 7.106255e-05, 4.0525407e-05, 6.492435e-05, 4.014241e-05, 5.215206e-05, 6.0207134e-05]"
52,no_relation,"[0.93399686, 0.001049457, 0.002421057, 0.00027950792, 0.00023110051, 0.0011638796, 8.064242e-05, 0.04739972, 0.000106780986, 0.00019850496, 0.00010714679, 0.00038381008, 0.00024476845, 0.00020928586, 6.1319864e-05, 0.00031703958, 8.66765e-05, 8.199177e-05, 0.0001577048, 0.0018470293, 0.008408088, 0.00015840842, 0.00014591502, 0.000115285045, 0.00014462702, 0.00010025876, 0.0001907455, 0.000115096096, 0.00010774984, 8.9639914e-05]"
