id,pred_label,probs
44,no_relation,"[0.92653316, 0.0018018597, 0.0010204668, 0.002284956, 0.0036634381, 0.0019523158, 0.0015718566, 0.0011904127, 0.002469128, 0.0021866255, 0.0027272152, 0.0021310565, 0.0019619777, 0.0017936988, 0.0017438212, 0.0030581907, 0.0021670107, 0.0025056947, 0.0038499478, 0.001558024, 0.0010628196, 0.0029959227, 0.0012992129, 0.0019538784, 0.0020988572, 0.014347908, 0.0028239195, 0.002009797, 0.0016382551, 0.0015986513]"
45,per:title,"[0.004163854, 0.0025782443, 0.0024964677, 0.0025632647, 0.9202092, 0.0025868362, 0.0024995299, 0.002827195, 0.0034896603, 0.0030115002, 0.002512875, 0.0021079853, 0.0028193614, 0.0024920194, 0.0016204502, 0.0024113113, 0.0029607324, 0.0025340165, 0.002409601, 0.0028473113, 0.002602991, 0.0028191677, 0.0029345837, 0.0029885657, 0.0027878569, 0.0033353125, 0.0023524899, 0.0029114734, 0.002905169, 0.003220991]"
46,org:top_members/employees,"[0.07652664, 0.84780884, 0.0025703732, 0.0035252492, 0.0024702528, 0.0020952544, 0.0031738828, 0.004893756, 0.0021506709, 0.0019787964, 0.003042717, 0.0021316248, 0.0030086953, 0.0025453297, 0.0017311494, 0.003992326, 0.0018755523, 0.0022067607, 0.0018299873, 0.0030381214, 0.0051077656, 0.0026038026, 0.0019256072, 0.0023840482, 0.0025725558, 0.0028800822, 0.0029555093, 0.0017959574, 0.003540734, 0.0016380091]"
47,per:title,"[0.02456172, 0.0019133384, 0.0023346362, 0.0019930913, 0.8754328, 0.0024847297, 0.026821267, 0.0027910287, 0.0029995127, 0.003025501, 0.0018607699, 0.0020114416, 0.009080485, 0.0013309476, 0.0043434897, 0.0029248262, 0.0026920144, 0.0018208048, 0.0032065683, 0.0016377992, 0.0022648892, 0.0023796204, 0.0021321313, 0.0025198783, 0.0022660387, 0.001877568, 0.0021857482, 0.002784341, 0.0039720056, 0.0023508936]"
48,org:top_members/employees,"[0.36713946, 0.36863637, 0.045428075, 0.013611451, 0.038233157, 0.007703362, 0.005296644, 0.0063291946, 0.0059305346, 0.009544323, 0.0059309476, 0.009202015, 0.004874834, 0.00794257, 0.0044545913, 0.008557873, 0.0044304333, 0.006555397, 0.0064108623, 0.008259591, 0.010870742, 0.005742118, 0.008691807, 0.0034752523, 0.0081014, 0.0058553624, 0.0086041195, 0.0050579817, 0.0051883897, 0.0039411425]"
49,no_relation,"[0.8761586, 0.0033034282, 0.031990554, 0.0026342513, 0.009968665, 0.013901214, 0.0019313605, 0.005208553, 0.0021576406, 0.0024408388, 0.003073512, 0.0018719862, 0.0029184513, 0.0015691932, 0.0013278692, 0.0012689603, 0.00238957, 0.0030327304, 0.0016104198, 0.0013562762, 0.012507599, 0.0020975699, 0.0021376172, 0.002104862, 0.0015603753, 0.0017467135, 0.002154543, 0.0018344038, 0.0018985284, 0.0018437486]"
50,org:product,"[0.010452012, 0.0015816592, 0.0019645924, 0.945533, 0.0017687022, 0.0012307524, 0.0017134963, 0.0009057503, 0.0019416707, 0.0013437598, 0.00176852, 0.00210886, 0.0013280609, 0.0017125014, 0.0014002224, 0.0014522996, 0.0014731856, 0.0018198572, 0.0013719099, 0.0012595664, 0.00060407055, 0.0020519076, 0.0014169649, 0.000967461, 0.0027996236, 0.0018516917, 0.0014197988, 0.001580986, 0.0015679603, 0.0016090884]"
51,no_relation,"[0.93722564, 0.003992357, 0.007119134, 0.0022302964, 0.0017648262, 0.0017128903, 0.0007702708, 0.0062589166, 0.0012887773, 0.0014603586, 0.0015071479, 0.0010645086, 0.0015487844, 0.0013353055, 0.0011903049, 0.0015209002, 0.0013610488, 0.0020496557, 0.0012563872, 0.003110723, 0.0065905843, 0.001633768, 0.0018142947, 0.0014297559, 0.0011853569, 0.0014234636, 0.0012737244, 0.0012848289, 0.0020900934, 0.001505801]"
52,no_relation,"[0.93382657, 0.0021284625, 0.004551335, 0.0034667964, 0.0017414908, 0.0076755085, 0.0005413655, 0.0066098655, 0.0016008617, 0.0018822608, 0.0016894196, 0.0022200556, 0.0020864415, 0.0012926513, 0.0012561418, 0.0009773606, 0.002096951, 0.001381691, 0.0016002886, 0.0023347577, 0.0035357003, 0.0016986242, 0.0017903299, 0.0012622676, 0.0018894223, 0.0018601465, 0.0015558401, 0.0021775041, 0.0018047005, 0.0014652067]"
53,per:colleagues,"[0.29953364, 0.0062141283, 0.004367736, 0.0018231118, 0.0039917664, 0.0038767587, 0.0074025756, 0.0033266465, 0.008657914, 0.004857284, 0.0056744074, 0.0037290582, 0.008246056, 0.0056926324, 0.48802546, 0.0036209843, 0.077715755, 0.004463586, 0.0057098954, 0.0036670142, 0.002384858, 0.0062082047, 0.005127661, 0.005351427, 0.005250627, 0.0046971203, 0.0037248463, 0.007027425, 0.0050161355, 0.004615311]"
54,no_relation,"[0.9286229, 0.0035359974, 0.0017769254, 0.0025388356, 0.0029532602, 0.0020315247, 0.0027430279, 0.0016981966, 0.0023627195, 0.0032154303, 0.0026653057, 0.0031068947, 0.0028422184, 0.001388558, 0.0014582311, 0.0021206515, 0.0026268067, 0.002576942, 0.0024650223, 0.0022998336, 0.0018186606, 0.0024755823, 0.0030855755, 0.002577795, 0.0022367507, 0.0024204205, 0.002757135, 0.0025404827, 0.0026402231, 0.0024180072]"
55,no_relation,"[0.9141552, 0.0025621348, 0.0020208727, 0.0014730328, 0.0023076502, 0.0018904352, 0.0011314547, 0.0023687545, 0.0013448934, 0.0012209815, 0.0034682231, 0.001795927, 0.0029332594, 0.0030760586, 0.0061869286, 0.0012637563, 0.0021842322, 0.027675824, 0.001973964, 0.0018292529, 0.0023512344, 0.0017572226, 0.0016688195, 0.0014899622, 0.0013944326, 0.002491687, 0.00156633, 0.0015188935, 0.0013140078, 0.0015845433]"
56,no_relation,"[0.8928467, 0.008644379, 0.0036973879, 0.004427906, 0.02622379, 0.005540851, 0.0005451081, 0.0029763267, 0.002718603, 0.0015820063, 0.0019335531, 0.001385171, 0.0023373559, 0.0015935013, 0.0013215139, 0.0011446023, 0.0011593958, 0.0039938646, 0.0022656743, 0.0018193003, 0.008139104, 0.0028687567, 0.0018997658, 0.0021668042, 0.0016244104, 0.0014421766, 0.0020724777, 0.0017635575, 0.007624554, 0.0022413903]"
