id,pred_label,probs
10,per:colleagues,"[0.0029111372, 0.0005186988, 0.0012424724, 0.013802065, 0.0008010263, 0.02616615, 0.0003415024, 0.011309006, 0.00041719346, 0.0021719732, 0.00089710695, 0.4045389, 0.0018313305, 0.43912283, 0.0015078833, 0.0038740886, 0.07690659, 0.00059411064, 0.0006871644, 0.00049980305, 0.0019147719, 0.00089448254, 0.00045641107, 0.0010305489, 0.00085769896, 0.0007343456, 0.0010116037, 0.0016970153, 0.0012620387]"
11,org:dissolved,"[0.00028890188, 0.00022215866, 0.0002962227, 0.00012516856, 0.00022937865, 7.960084e-05, 0.00025758272, 0.00021490343, 0.0005231337, 0.00018753363, 0.00011083906, 0.00010151318, 0.00030024545, 0.00017712032, 7.326015e-05, 0.00014562407, 0.00042947842, 0.0052168122, 0.00033992366, 0.00029384572, 0.00016925714, 0.9883404, 0.00042189195, 0.0006197218, 8.277177e-05, 0.00017133594, 0.0002718624, 0.00016606448, 0.00014350646]"
12,org:product,"[0.0038624317, 0.038366914, 0.9223114, 0.00013333188, 0.011678415, 0.000116407755, 0.0007326725, 0.00069317245, 0.0021133402, 0.00032647362, 9.908384e-05, 0.0002768041, 0.00023173066, 0.00014830733, 7.4646465e-05, 0.00042022511, 0.00022992733, 0.00076689746, 0.005741849, 0.007510756, 0.00023630113, 0.0010969219, 0.00039457227, 0.00028034064, 0.00042497105, 0.0001761193, 0.00028895726, 0.0009555268, 0.00031152333]"
13,per:date_of_death,"[0.0022566556, 0.00059359067, 0.0005463076, 0.0011847547, 0.00028858756, 0.0011001837, 0.0003460693, 0.0008062084, 0.00084160524, 0.0025608742, 0.0009983944, 0.00028858756, 0.0015600895, 0.0013657266, 0.0012444193, 0.0005354795, 0.0003921479, 0.0027568236, 0.00069993315, 0.00047163691, 0.0008563207, 0.02107861, 0.00067098613, 0.9503712, 0.0023294266, 0.00033444064, 0.0023112986, 0.0007106084, 0.0004991218]"
14,per:place_of_death,"[0.00064205437, 0.0015181819, 0.00044778865, 0.0021048298, 0.00044910246, 0.01009258, 0.0036803633, 0.0009179058, 0.0012546285, 0.0017289569, 0.23218693, 0.0023098697, 0.0015494487, 0.0030170544, 0.017869396, 0.0018702755, 0.0018536833, 0.0004121196, 0.00091477385, 0.00027372775, 0.00093738205, 0.0006013898, 0.0007839773, 0.005666956, 0.0002928079, 0.012401969, 0.69047964, 0.0013046073, 0.002437625]"
15,per:colleagues,"[0.00017858186, 3.0507035e-05, 2.9223947e-05, 6.1161256e-05, 4.6336318e-05, 0.0001206282, 2.6504971e-05, 4.350769e-05, 2.6712853e-05, 0.00016395596, 9.312113e-05, 0.00013225795, 0.00019776865, 0.9969825, 7.72019e-05, 0.00039177656, 0.0005006007, 4.654039e-05, 8.259837e-05, 5.2250176e-05, 0.00030392635, 5.237789e-05, 2.8770872e-05, 7.400004e-05, 2.8546978e-05, 3.2538057e-05, 7.953595e-05, 6.89672e-05, 4.7481495e-05]"
16,per:alternate_names,"[1.6037066e-05, 1.1755906e-05, 4.654094e-05, 9.472952e-05, 0.00011340407, 0.0002693985, 1.363709e-05, 6.607134e-05, 1.789064e-05, 3.4317138e-05, 3.203398e-05, 0.99845576, 3.92872e-05, 3.921054e-05, 4.033687e-05, 6.436575e-05, 3.018143e-05, 2.1349651e-05, 2.2113576e-05, 2.1855945e-05, 5.4166667e-05, 1.938221e-05, 3.5701603e-05, 3.7078502e-05, 0.000109486486, 0.00020454766, 3.674507e-05, 2.3174827e-05, 2.9396031e-05]"
17,per:date_of_death,"[0.00011412641, 6.7288296e-05, 8.940405e-05, 0.000104574974, 7.4626965e-05, 5.245538e-05, 6.990047e-05, 0.00012409494, 0.00011513389, 0.00060502836, 7.61732e-05, 6.198889e-05, 0.0010966351, 0.00017594438, 8.208183e-05, 0.00015060346, 0.0001992829, 0.00012938531, 8.875163e-05, 5.029827e-05, 0.00049938675, 0.0024022995, 9.27841e-05, 0.99213964, 0.0003259106, 7.162802e-05, 0.0006809163, 0.0001742239, 8.547673e-05]"
18,per:place_of_residence,"[0.00031962505, 0.00047864407, 0.00019197843, 0.001311294, 0.00018643565, 0.018217126, 0.000853067, 0.00029330442, 0.00045052357, 0.0010514699, 0.8540744, 0.0010697244, 0.0003503545, 0.0015855887, 0.079441294, 0.00076207507, 0.0008878619, 0.00035848783, 0.00019122996, 0.00017479833, 0.00024819604, 0.0003425729, 0.000662264, 0.00063410035, 0.0002494109, 0.020845283, 0.013275973, 0.00072310533, 0.0007697416]"
19,org:product,"[0.000111346046, 0.0005114138, 0.99492365, 0.00018919804, 0.0004927834, 4.719871e-05, 5.2963394e-05, 0.0020848506, 6.3886044e-05, 7.2711206e-05, 3.483615e-05, 0.00015243371, 3.5906884e-05, 4.3185268e-05, 2.5862759e-05, 7.296016e-05, 8.643105e-05, 6.56891e-05, 0.00010263942, 0.00013641988, 5.2834243e-05, 6.978925e-05, 4.8223716e-05, 6.382369e-05, 5.8168902e-05, 4.4166223e-05, 8.451136e-05, 0.00017803912, 9.425623e-05]"
20,per:spouse,"[7.091939e-05, 9.693531e-05, 0.00011360589, 6.246403e-05, 4.623835e-05, 6.206878e-05, 6.9141366e-05, 8.311584e-05, 7.221229e-05, 0.0033641106, 0.0001281835, 0.0001089341, 0.0012919237, 0.001130142, 4.6374014e-05, 0.0011180668, 0.99099606, 0.000109949426, 4.230657e-05, 5.37948e-05, 0.0003077591, 0.00012887384, 5.7995887e-05, 5.7600777e-05, 4.5878518e-05, 5.8166046e-05, 0.00013249487, 7.762394e-05, 6.701412e-05]"
21,org:top_members/employees,"[0.9993961, 2.1558406e-05, 2.7151933e-05, 5.797568e-05, 3.8686187e-05, 2.744601e-05, 6.7046217e-06, 1.2772934e-05, 1.5588712e-05, 1.1228129e-05, 2.08035e-05, 1.4544475e-05, 9.976756e-06, 5.398653e-05, 1.6304954e-05, 1.7187862e-05, 1.2422338e-05, 7.342045e-06, 3.1752545e-05, 2.5568448e-05, 9.650937e-06, 2.2764656e-05, 1.1377136e-05, 2.1151754e-05, 1.5183054e-05, 7.4795457e-06, 1.1371581e-05, 6.5120184e-05, 1.0941285e-05]"
22,org:top_members/employees,"[0.96404845, 0.0048841015, 0.003608351, 0.0004008136, 0.0016153312, 0.00021044185, 0.00035963798, 0.00027379865, 0.013805234, 0.0003652123, 0.00017226156, 7.258485e-05, 0.00026602342, 0.0002017879, 0.00012359163, 0.00033595687, 0.00022999936, 0.0005052553, 0.0008278552, 0.00092376466, 0.00018017633, 0.0020985752, 0.001311973, 0.00020799012, 0.00038545867, 8.910668e-05, 0.00018035233, 0.0020924364, 0.00022357707]"
23,per:employee_of,"[0.0008064896, 0.00029395116, 6.6687346e-05, 0.011347287, 6.5269895e-05, 0.9558227, 0.00012866882, 0.00025657663, 0.00024156163, 0.00017820337, 0.020032143, 0.00050370354, 9.3860726e-05, 0.0018433708, 0.0051346407, 0.00021600643, 0.00020641692, 9.2045295e-05, 0.000113328264, 8.4218416e-05, 0.000103995866, 7.4322495e-05, 0.000259411, 0.00021432547, 0.0001695454, 0.00058975234, 0.00065184076, 0.00012854322, 0.00028117577]"
24,org:members,"[0.028459422, 0.8784568, 0.0030408925, 0.00020293283, 0.0030379246, 0.0008196449, 0.002853866, 0.00024287881, 0.0011274557, 0.0004557558, 0.00022200923, 9.1647824e-05, 0.0004519884, 0.00033885438, 0.0001840521, 0.0003167737, 0.00031308315, 0.00037709757, 0.004807412, 0.06668912, 0.00016856616, 0.0009223957, 0.0026458462, 0.00025403817, 0.00040181048, 0.00015881784, 0.0002895546, 0.0023647828, 0.0003046383]"
25,org:place_of_headquarters,"[0.00010934593, 0.0024127213, 0.00027017164, 4.523848e-05, 0.000547363, 2.7171878e-05, 0.99062246, 0.00010189674, 0.00012243174, 0.000113646274, 0.00019191981, 4.9684757e-05, 7.222033e-05, 6.0048424e-05, 6.379649e-05, 8.643642e-05, 7.498734e-05, 0.00012068084, 0.00010926587, 0.003985682, 8.43929e-05, 0.00016997445, 6.111329e-05, 5.3827058e-05, 4.9249986e-05, 9.924511e-05, 0.00014708715, 9.992588e-05, 4.7921552e-05]"
26,org:top_members/employees,"[0.9865041, 0.00068771053, 0.0030372858, 0.0018296567, 0.0013425328, 3.756758e-05, 0.00016681146, 9.0296126e-05, 0.00045655083, 0.00014415197, 9.763339e-05, 3.5917317e-05, 8.941862e-05, 0.00014323983, 7.3697556e-05, 0.00010955799, 8.8722765e-05, 0.000108123095, 0.00034019214, 0.0011652742, 7.7916186e-05, 0.00034357255, 0.00016089166, 8.933133e-05, 0.00014974801, 4.430868e-05, 9.7728785e-05, 0.0024215353, 6.664525e-05]"
27,org:place_of_headquarters,"[0.00022465506, 0.007882713, 0.00023679112, 3.954762e-05, 0.0003798258, 3.593826e-05, 0.98707926, 7.957694e-05, 0.00017158795, 0.00011824047, 0.000158219, 4.326523e-05, 7.468264e-05, 5.3373282e-05, 5.95422e-05, 7.523165e-05, 7.490176e-05, 0.00015007328, 0.00016921666, 0.002048312, 6.913765e-05, 0.00021631255, 6.215642e-05, 4.4075496e-05, 4.5920868e-05, 6.786665e-05, 0.0001675006, 0.00011021223, 6.179328e-05]"
28,per:employee_of,"[0.005245804, 0.002336922, 0.0051758355, 0.28128323, 0.00054512965, 0.31257075, 0.00059637363, 0.28348935, 0.001563582, 0.001968847, 0.00909053, 0.005108671, 0.0017391988, 0.024965305, 0.01801699, 0.0018934215, 0.0047490336, 0.0012153428, 0.0015051512, 0.0004857962, 0.0017408981, 0.0023702485, 0.002355251, 0.0038864715, 0.000636699, 0.0018369602, 0.0070057777, 0.0027135257, 0.013908861]"
29,org:members,"[0.0018729867, 0.96174103, 0.0029755381, 6.541799e-05, 0.017614901, 0.00015769774, 0.002610562, 0.00015769774, 0.0005738145, 0.0002732767, 9.658715e-05, 8.9503155e-05, 0.0003099656, 0.0001859041, 7.921801e-05, 0.00032389088, 0.00019866842, 0.00018418737, 0.0015512448, 0.0064801597, 0.000118688266, 0.00034251483, 0.0008487678, 0.00013514972, 0.0001464174, 9.791675e-05, 0.00015708293, 0.000483392, 0.00012770752]"
30,org:place_of_headquarters,"[0.00012216561, 0.00050193147, 0.000164673, 3.696846e-05, 0.00016790038, 2.5607305e-05, 0.986059, 6.8965084e-05, 0.00012718732, 9.0608635e-05, 0.00012915868, 3.0320472e-05, 6.1129525e-05, 4.5605397e-05, 9.01673e-05, 7.712417e-05, 5.3736294e-05, 0.000104239, 0.0001124893, 0.011213896, 9.62877e-05, 0.00010490278, 7.008534e-05, 4.655032e-05, 6.703937e-05, 0.00012410461, 7.108482e-05, 9.98061e-05, 3.733125e-05]"
31,org:place_of_headquarters,"[0.00017902382, 0.0016838731, 0.00022319345, 4.0224524e-05, 0.0003740754, 4.3408214e-05, 0.9617484, 6.762706e-05, 0.00015597588, 9.945948e-05, 0.00020690898, 3.8420014e-05, 6.434141e-05, 5.8698057e-05, 9.999512e-05, 9.611742e-05, 6.484605e-05, 8.841791e-05, 0.00022029715, 0.033689637, 8.7302506e-05, 0.00013707814, 5.568285e-05, 6.567453e-05, 6.471952e-05, 0.0001007794, 0.00011414227, 8.83316e-05, 4.3238982e-05]"
32,per:origin,"[0.0005441746, 0.0005383603, 0.00025085022, 0.0017185454, 0.00026135295, 0.0506388, 0.0012914592, 0.0006100422, 0.0005223065, 0.0009774661, 0.34876752, 0.0055770692, 0.001301747, 0.0024942197, 0.4391646, 0.0009393317, 0.00076703465, 0.00029470914, 0.0003189679, 0.00025654832, 0.00038250096, 0.0003469133, 0.0011982012, 0.0010675251, 0.0005117042, 0.12484361, 0.01236119, 0.00070835266, 0.0013448736]"
33,org:members,"[0.0033147028, 0.9802632, 0.0012791804, 2.9762004e-05, 0.0010698395, 0.00030242585, 0.006868073, 8.019358e-05, 0.00058365316, 0.00019511784, 0.00012603909, 6.130669e-05, 0.00015701141, 0.00010971873, 7.697094e-05, 0.000113201575, 0.00010500151, 0.00019770722, 0.00093040074, 0.0022340962, 7.7650424e-05, 0.00022645119, 0.00031987406, 0.00010582505, 0.00014275128, 8.628759e-05, 0.00012275921, 0.0007360076, 8.478406e-05]"
34,org:top_members/employees,"[0.9852267, 0.0011115577, 0.0014899328, 0.00017925522, 0.00048750418, 6.0072303e-05, 0.00040578653, 0.00011466711, 0.0034709703, 0.00027527366, 0.00012218177, 4.001678e-05, 0.0001463753, 0.0001610761, 6.0958748e-05, 0.00022820986, 0.00018951621, 0.0002755426, 0.00041373944, 0.0013513105, 0.00017553079, 0.0009857477, 0.00017205169, 0.00015445221, 0.00014431721, 5.5395267e-05, 0.00013650343, 0.0022718764, 9.358856e-05]"
35,per:title,"[0.00040932078, 2.7530115e-05, 6.1737876e-05, 0.9919897, 7.436109e-05, 0.0022127673, 1.998472e-05, 0.0003882948, 3.1226187e-05, 3.966681e-05, 0.00019323148, 0.0003153733, 4.4773147e-05, 0.0016315924, 0.0012881773, 0.00010561104, 0.00011455576, 5.8623744e-05, 5.7827703e-05, 5.0933195e-05, 0.00021386164, 6.665685e-05, 4.7059526e-05, 6.721246e-05, 0.00015647408, 7.24614e-05, 5.5449673e-05, 0.00015178026, 5.379617e-05]"
36,per:employee_of,"[6.1655766e-05, 4.241675e-05, 5.3489046e-05, 0.0009999443, 3.6458554e-05, 0.9926071, 3.067121e-05, 0.0012665192, 5.6966604e-05, 4.555099e-05, 0.0001682537, 0.0009338727, 3.628097e-05, 0.0008998524, 0.0018320087, 9.5797885e-05, 7.013858e-05, 4.7273115e-05, 4.2958676e-05, 2.698807e-05, 7.1521936e-05, 4.8797545e-05, 7.176682e-05, 7.6171884e-05, 6.576054e-05, 5.6966604e-05, 6.314872e-05, 7.473508e-05, 0.000117037795]"
37,org:product,"[0.000114520335, 0.0012178314, 0.99635446, 7.102488e-05, 0.0003391718, 2.6669964e-05, 5.3874814e-05, 0.00034283486, 0.00011044277, 5.572085e-05, 3.5818335e-05, 6.295528e-05, 3.7390946e-05, 3.6524787e-05, 1.50925625e-05, 7.651548e-05, 7.446978e-05, 5.226827e-05, 8.0128826e-05, 0.00022038023, 2.880896e-05, 8.2009006e-05, 4.1998737e-05, 7.8751844e-05, 5.701439e-05, 4.1998737e-05, 8.436472e-05, 0.000116309566, 9.066495e-05]"
38,per:colleagues,"[0.00029477227, 0.00010638217, 6.956304e-05, 0.00023383966, 9.8003846e-05, 0.00025918472, 7.275919e-05, 0.00016736264, 6.0378425e-05, 0.0013010725, 0.000115138944, 0.0017923033, 0.0046579693, 0.9806239, 0.0001500962, 0.0010977549, 0.0060751378, 9.686207e-05, 9.306042e-05, 0.00011302227, 0.0011974343, 0.00020158238, 9.657871e-05, 0.00040571913, 7.0040194e-05, 8.116874e-05, 0.0002208551, 0.00014038403, 0.00010763617]"
39,org:top_members/employees,"[0.9628074, 0.007336782, 0.003022794, 0.001321851, 0.0007824064, 0.00029379496, 0.00023037722, 0.00027065663, 0.016469233, 0.00027357973, 0.00022350742, 6.224787e-05, 0.00020450194, 0.00016512623, 0.00014903351, 0.00040729687, 0.00020996579, 0.0003200033, 0.0005184032, 0.00133352, 0.00019666759, 0.0012861963, 0.0003550772, 0.0002328653, 0.00029624384, 0.00010682194, 0.00020133142, 0.0007526166, 0.0001697037]"
40,org:top_members/employees,"[0.9871197, 0.0026456486, 0.0005871618, 0.00034873222, 0.000637047, 6.662173e-05, 0.0003180674, 6.98872e-05, 0.0009915073, 9.622668e-05, 0.000106930114, 2.1713566e-05, 5.7151785e-05, 6.3819716e-05, 6.501493e-05, 0.00013139789, 4.8314992e-05, 7.826994e-05, 0.00039748757, 0.0040420196, 5.5231358e-05, 0.00019960111, 0.00012016606, 7.231721e-05, 8.275031e-05, 3.5555728e-05, 6.375742e-05, 0.0014286148, 4.9219823e-05]"
41,org:top_members/employees,"[0.94570506, 0.009792513, 0.0012401248, 0.00021497588, 0.0010336364, 9.799155e-05, 0.0012316762, 0.00011114747, 0.0019358073, 0.00018244765, 0.000145531, 5.1688377e-05, 0.00013263695, 0.00018387863, 8.9048226e-05, 0.0002593104, 6.514908e-05, 0.00010120092, 0.001212581, 0.034045983, 0.000110930596, 0.0004146805, 0.00015281334, 0.00014468076, 0.00016418513, 5.322508e-05, 0.00010762267, 0.00093017216, 8.939676e-05]"
42,per:employee_of,"[0.00016605211, 0.0001169464, 5.209776e-05, 0.0034782824, 8.021918e-05, 0.9644313, 6.1206585e-05, 0.0030102024, 0.00020201594, 0.00010847508, 0.00096399954, 0.0005131024, 0.00015178393, 0.0014670555, 0.022242555, 0.00012932152, 0.00014964977, 0.00015538337, 0.00023365705, 7.1837814e-05, 0.0001790199, 0.000109219145, 0.00019623125, 0.00013799853, 9.08115e-05, 0.00026603162, 0.00017487293, 0.00016916194, 0.00089155376]"
43,org:member_of,"[0.00039187766, 0.00053302426, 0.00051511347, 0.0001395919, 0.00042777453, 0.000111727946, 0.05659104, 9.01273e-05, 0.00026609804, 0.00012641904, 0.00014089298, 7.977043e-05, 7.663959e-05, 0.00016780544, 8.047463e-05, 0.0001510823, 0.000121161174, 0.00014968714, 0.00024703352, 0.9386517, 0.00016706962, 0.00015234161, 8.0004465e-05, 0.00012312928, 0.00012482425, 6.9509086e-05, 5.853252e-05, 0.00011421008, 5.1302868e-05]"
44,per:date_of_birth,"[2.1639855e-05, 2.8542445e-05, 4.548004e-05, 3.5608475e-05, 3.8974817e-05, 1.3183042e-05, 1.758449e-05, 2.2088223e-05, 3.4027653e-05, 5.1147068e-05, 2.2968117e-05, 3.526243e-05, 1.6042162e-05, 1.1828748e-05, 3.7766466e-05, 2.606444e-05, 2.9119608e-05, 0.00032985653, 2.2822785e-05, 5.5804998e-05, 6.620135e-05, 3.0952287e-05, 5.7460584e-05, 0.0019661137, 0.99682426, 6.4219406e-05, 3.1355397e-05, 3.069642e-05, 3.3004897e-05]"
45,per:title,"[8.350201e-05, 1.6456075e-05, 5.0220202e-05, 0.9969078, 3.585573e-05, 0.00040418253, 1.8073464e-05, 0.00016442468, 1.6895749e-05, 2.7531842e-05, 9.200897e-05, 0.00020165415, 2.2122456e-05, 0.0007851927, 0.0002687183, 7.538026e-05, 0.0003511599, 2.2735714e-05, 2.236138e-05, 2.571267e-05, 0.00010950371, 3.9035218e-05, 2.394345e-05, 2.835037e-05, 5.7563695e-05, 3.7705136e-05, 3.7558137e-05, 3.378217e-05, 4.0768973e-05]"
46,org:top_members/employees,"[0.9988863, 4.9388782e-05, 3.3032822e-05, 8.7370514e-05, 3.4660385e-05, 3.1612617e-05, 2.6029236e-05, 1.7271612e-05, 5.2683303e-05, 2.9222621e-05, 4.228445e-05, 7.9113815e-06, 1.3616349e-05, 8.0450205e-05, 2.133801e-05, 2.3446664e-05, 3.057275e-05, 1.8959892e-05, 5.379457e-05, 3.054291e-05, 1.684682e-05, 8.660598e-05, 2.3264201e-05, 2.3378072e-05, 1.7466673e-05, 1.1692265e-05, 2.2780836e-05, 0.00021216515, 1.5264488e-05]"
47,per:title,"[0.0038687252, 0.00037272339, 0.0005829504, 0.6017247, 0.0003377155, 0.19157296, 0.00025269034, 0.005033465, 0.0010371938, 0.00053703913, 0.00206258, 0.004518583, 0.000795244, 0.161952, 0.008206103, 0.0059919986, 0.0020522831, 0.0006151174, 0.00046025193, 0.00057167513, 0.0016702265, 0.00062663725, 0.00041256717, 0.00075145287, 0.0005909752, 0.000415803, 0.0008293491, 0.0012911237, 0.000865762]"
48,org:top_members/employees,"[0.98364764, 0.000962309, 0.00083688536, 0.0012674042, 0.0011687282, 6.403147e-05, 0.00023636431, 5.767838e-05, 0.00040291678, 8.245925e-05, 9.893204e-05, 2.4327348e-05, 4.6800695e-05, 0.00016515498, 6.279299e-05, 0.000114148424, 5.858668e-05, 6.1458304e-05, 0.00029821857, 0.009310209, 8.0785416e-05, 0.00019933656, 7.8683166e-05, 8.4085616e-05, 0.00011956812, 2.5896328e-05, 5.4662145e-05, 0.00034708166, 4.2779295e-05]"
49,org:members,"[0.0125420755, 0.9451603, 0.010296698, 0.0002627286, 0.00965398, 0.00026440163, 0.0018228076, 0.00018639347, 0.0015922118, 0.00024121108, 0.00012307831, 9.227146e-05, 0.00017960329, 0.00015407355, 0.00013583672, 0.00024003616, 0.00013838067, 0.00019514801, 0.0018788342, 0.012275489, 0.000120933735, 0.00038022015, 0.0004345432, 0.00014152398, 0.00024874645, 0.000113717724, 0.00017407748, 0.0008266338, 0.00012404362]"
50,org:product,"[0.00010225386, 0.00036760155, 0.9957948, 0.00023077041, 0.00030985396, 4.234569e-05, 3.758955e-05, 0.0014510554, 0.00010022714, 7.1193244e-05, 3.8972605e-05, 0.00012223255, 5.0434297e-05, 4.20983e-05, 2.2033113e-05, 8.055443e-05, 0.00010723964, 7.780963e-05, 6.194444e-05, 0.000108318476, 4.4988803e-05, 0.000112592155, 4.807777e-05, 9.6293414e-05, 7.83051e-05, 5.4505857e-05, 9.5824376e-05, 0.00013165768, 0.000118341755]"
51,org:member_of,"[0.028582325, 0.07129677, 0.0039579957, 0.00022340388, 0.007999276, 0.0002959621, 0.112604566, 0.00029915848, 0.0016016169, 0.0007828081, 0.0004210579, 0.00016312687, 0.0008235868, 0.0013552154, 0.0004285247, 0.00105699, 0.00062961853, 0.0007528192, 0.01144725, 0.7487563, 0.0005005072, 0.0016819668, 0.0004276886, 0.00051337807, 0.00048605658, 0.000226922, 0.0003426521, 0.0021375255, 0.00020500693]"
52,org:alternate_names,"[0.0033121994, 0.034195196, 0.08219038, 0.0004043741, 0.80298424, 0.00020096316, 0.030712299, 0.0012525736, 0.0004887218, 0.0004537629, 0.00043045398, 0.00116184, 0.00033918957, 0.0003568589, 0.00034318786, 0.00049400004, 0.00018084727, 0.0005111767, 0.0031497388, 0.031379275, 0.00033918957, 0.00050472823, 0.00045821586, 0.00076736714, 0.00042668727, 0.0005187198, 0.00064681924, 0.0012958099, 0.0005012897]"
53,per:colleagues,"[0.0012894425, 0.0008708843, 0.0007226939, 0.0020632918, 0.00028163244, 0.009510334, 0.00037676384, 0.0041184, 0.0006383982, 0.0029232365, 0.0006118467, 0.005986388, 0.010293169, 0.89980996, 0.00079955877, 0.04586127, 0.0041608475, 0.00032226316, 0.0009184908, 0.00061005686, 0.0023730958, 0.00082857267, 0.000661564, 0.0007547924, 0.00024564422, 0.00025869298, 0.0009661015, 0.0009703565, 0.0007723146]"
